##### ANGLO-SAXONS #####
EVTOPTA314103;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314104;Eorldom of Hwicce;;;;;;;;;;;;;;x
EVTDESC314104;The Anglo-Saxon rulers of central Britain have created the 'Eorldom of Hwicce' in the lands that once formed the kingdom of Guenet.\n\nFrom this day on, the city of Glevum and the surrounding lands, as well as the valley of the river Avon, will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314104;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141040;Eorldom of Cilternsæte;;;;;;;;;;;;;;x
EVTDESC3141040;The Anglo-Saxon rulers of central Britain have created the 'Eorldom of Cilternsæte' in the lands around the Chiltern Hills between Dumnonia and Cynwidion.\n\nFrom this day on, the provinces of Ælia Castra, Magiovinium, and Chiltern Hills will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141040;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314105;Kingdom of Mercia;;;;;;;;;;;;;;x
EVTDESC314105;The Anglo-Saxon rulers of central Britain have proclaimed the birth of the 'Kingdom of Mercia'. The newly formed kingdom will incorporate vast lands spanning across the heart of Britannia, from the marshes of the Fens to the foothills of the Cambrian mountains.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of Mercia. Any previous claim or birthright will no longer be recognized, and the local Anglo-Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314105;This is interesting news...;;;;;;;;;;;;;;x
EVTDESC3141051;The bravest and most loyal Anglo-Saxon lords from all over the forest of Arden have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the kingdom of Mercia. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Spears of Mercia'.;;;;;;;;;;;;;;x
EVTOPTA3141051;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTNAME314106;Eorldom of Dorsætescir;;;;;;;;;;;;;;x
EVTDESC314106;The Saxon rulers of southern Britain have created the 'Eorldom of Dorsætescir' in the lands that once formed the High Lordship of Durnovaria.\n\nFrom this day on, these lands, including the capital province of Durnovaria, will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314106;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314107;Eorldom of Somersæte;;;;;;;;;;;;;;x
EVTDESC314107;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Somersæte'.\n\nFrom this day on, several provinces that once formed the High Lordship of Glastenning, as well as the province of Abona, will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314107;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314108;Eorldom of Hampscir;;;;;;;;;;;;;;x
EVTDESC314108;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Hampscir'.\n\nFrom this day on, the city of Clausentum and the surrounding provinces around the River Test will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314108;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141081;Eorldom of Bearrucscir;;;;;;;;;;;;;;x
EVTDESC3141081;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Bearrucscir'.\n\nFrom this day on, several provinces that once formed the heart of the High Lordship of Celemion will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141081;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141083;Eorldom of Wiltunscir;;;;;;;;;;;;;;x
EVTDESC3141083;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Wiltunscir'.\n\nFrom this day on, several provinces in central Dumnonia, including the great stone circle of The Stones and the city of Sorviodunum, will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141083;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141080;Eorldom of Meonware;;;;;;;;;;;;;;x
EVTDESC3141080;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Meonware'.\n\nFrom this day on, the provinces that once formed the vassal kingdom of the Belgae will belong 'de jure' to the newly formed Anglo-Saxon Eorldom, in fealty to the King of South Seaxe.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141080;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141082;Fall of Meonware;;;;;;;;;;;;;;x
EVTDESC3141082;The Jutish Eorldom of Meonware in southern Britain has been conquered by the Saxon kingdoms that surrounded it.\n\nFrom this day on, the provinces that once formed the Eorldom of Meonware will belong 'de jure' to the Eorldom of Hampscir under the Kingdom of Wessex.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141082;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314109;Eorldom of Defenascir;;;;;;;;;;;;;;x
EVTDESC314109;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Defenascir'.\n\nFrom this day on, the provinces that once formed the High Lordship of Isca Dumnonia, including the capital province of Isca, will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314109;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141091;Eorldom of Cornweal;;;;;;;;;;;;;;x
EVTDESC3141091;The Anglo-Saxon rulers of southern Britain have created the 'Eorldom of Cornweal'.\n\nFrom this day on, the provinces that once formed the Kingdom of Kernow in the far southwest of Britain once thought to be safe from the Anglo-Saxon invaders will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141091;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314110;Kingdom of West Seaxe;;;;;;;;;;;;;;x
EVTDESC314110;The Saxon rulers of southern Britain have proclaimed the birth of the 'Kingdom of West Seaxe'. The newly formed kingdom will incorporate lands that were formerly part of the Romano-British kingdoms of Dumnonia and Gwinntguic.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of West Seaxe. Any previous claim or birthright will no longer be recognized, and the local Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314110;This is interesting news...;;;;;;;;;;;;;;x
EVTDESC3141251;The bravest and most loyal Saxon warriors from all over the southwest have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of West Seaxe. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Swords of West Seaxe'.;;;;;;;;;;;;;;x
EVTOPTA3141251;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTNAME314234;Kingdom of Cantia;;;;;;;;;;;;;;x
EVTDESC314234;Jutish lords in the Eorldom of Cantware led by [Root.GetFullName] have broken free from their rightful liege and proclaimed the birth of the independent 'Kingdom of Cantia'.\n\nThe newly formed kingdom will incorporate the lands of Cantware and Suþrige that once formed the eastern parts of the kingdom of South Seaxe. Any previous 'de jure' claim or birthright over these titles will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314234;This is interesting news...;;;;;;;;;;;;;;x
EVTDESC3142341;The bravest and most loyal Jutish lords from all over Cantware have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of Cantia. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Jutish Guard'.;;;;;;;;;;;;;;x
EVTOPTA3142341;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTDESC3142342;The bravest and most loyal Saxon lords from all over The Weald have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of South Seaxe. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Swords of South Seaxe'.;;;;;;;;;;;;;;x
EVTOPTA3142342;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTNAME314235;Kingdom of East Seaxe;;;;;;;;;;;;;;x
EVTDESC314235;The collapse of ruling authority in the heartland of the kingdom of Anglia has led to the birth of the 'Kingdom of East Seaxe'. The newly formed kingdom will incorporate lands that were formerly held in fief as the Eorldom of East Seaxe, including the former capital of Thunreslea.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of East Seaxe. The proclamation of the kingdom has led to a much reduced perception of Anglia's extent, and much of its former eastern lands are now considered to be part of the kingdom of Mercia.;;;;;;;;;;;;;;x
EVTOPTA314235;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3142351;Kingdom of East Seaxe;;;;;;;;;;;;;;x
EVTDESC3142351;The Anglo-Saxon rulers north of the Thames in Eastern Britain have proclaimed the birth of the "Kingdom of East Seaxe". The newly formed kingdom will incorporate the lands of the Eorldom of East Seaxe that once formed the core of the Kingdom of Anglia, including the former capital of Thunreslea.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of East Seaxe. Any previous claim or birthright will no longer be recognized, and the local Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3142351;This is interesting news...;;;;;;;;;;;;;;x
EVTDESC3142352;The bravest and most loyal Saxon lords from all over East Seaxe have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of East Seaxe. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Swords of East Seaxe'.;;;;;;;;;;;;;;x
EVTOPTA3142352;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTNAME314236;Kingdom of Niwestraland;;;;;;;;;;;;;;x
EVTDESC314236;The Saxon rulers of northern Gaul have conquered much of the Gallic coast and proclaimed the birth of the 'Kingdom of Niwestraland'. The newly formed kingdom will incorporate the lands of northwestern Gaul that once formed parts of the Roman provinces of Lugdunensis.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of Niwestraland. Any previous claim or birthright will no longer be recognized, and the local Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314236;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314237;Kingdom of East Anglia;;;;;;;;;;;;;;x
EVTDESC314237;The Anglian rulers of Eastern Britain have united together and proclaimed the birth of the 'Kingdom of East Anglia'.\n\nThe newly formed kingdom will incorporate the lands of the Norþfolc and Suþfolc that formerly made up much of the kingdom of Icenia. Any previous 'de jure' claim or birthright over these titles will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314237;This is interesting news...;;;;;;;;;;;;;;x
EVTDESC314239;The bravest and most loyal Angle lords from all over East Anglia have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of East Anglia. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'East Angles'.;;;;;;;;;;;;;;x
EVTOPTA314239;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTNAME314111;Eorldom of Derenrice;;;;;;;;;;;;;;x
EVTDESC314111;The Anglian rulers of northern Britain have created the 'Eorldom of Derenrice'.\n\nFrom this day on, several provinces that once formed the Kingdom of Ebrauc, including the capital province of Eburacum, will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314111;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314112;Eorldom of Recedsæte;;;;;;;;;;;;;;x
EVTDESC314112;The Anglian rulers of northern Britain have created the 'Eorldom of Recedsæte'.\n\nFrom this day on, several provinces along the western shores of Britain will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314112;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141124;Eorldom of Elmetsæte;;;;;;;;;;;;;;x
EVTDESC3141124;The Anglian rulers of northern Britain have created the 'Eorldom of Elmetsæte'.\n\nFrom this day on, the former provinces of Caer Lerion, Legiolium and Dunoting, once part of the kingdom of Elmet, will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141124;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314113;Eorldom of Cumbraland;;;;;;;;;;;;;;x
EVTDESC314113;The Anglian rulers of northern Britain have created the 'Eorldom of Cumbraland'.\n\nFrom this day on, several provinces that once formed the core of the kingdom of Rheged will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314113;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314114;Eorldom of Beornice;;;;;;;;;;;;;;x
EVTDESC314114;The victorious Anglian invaders in northern Britain have created the 'Eorldom of Beornice'.\n\nFrom this day on, the provinces that once formed the Kingdom of Bryneich will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314114;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141141;Eorldom of Loþen;;;;;;;;;;;;;;x
EVTDESC3141141;The Anglian rulers of northern Britain have created the 'Eorldom of Loþen'.\n\nFrom this day on, the provinces that once formed the ancient Briton kingdom of Lothian will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141141;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141142;Eorldom of Gallawa;;;;;;;;;;;;;;x
EVTDESC3141142;The Anglian rulers of northern Britain have created the 'Eorldom of Gallawa'.\n\nFrom this day on, the provinces that once formed the Cumbric High Lordship of Galwyddel, as well as the province of Guendoleu, will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141142;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME3141143;Eorldom of Ayrscir;;;;;;;;;;;;;;x
EVTDESC3141143;The Anglian rulers of northern Britain have created the 'Eorldom of Ayrscir'.\n\nFrom this day on, the provinces that once formed much of the Kingdom of Ystrad Clud will belong 'de jure' to the newly formed Eorldom. Any previous claim or birthright will no longer be recognized, and the new Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA3141143;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314115;Kingdom of Northumbria;;;;;;;;;;;;;;x
EVTDESC314115;The Anglian rulers in northern Britain have proclaimed the birth of the 'Kingdom of Northumbria'. The newly formed kingdom will incorporate lands that were formerly part of the British kingdoms of Elmet, Rheged and Bryneich.\n\nFrom this day on, these provinces will belong 'de jure' to the kingdom of Northumbria. Any previous claim or birthright will no longer be recognized, and the local Anglian rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTDESC3141151;The bravest and most loyal Anglian warriors from all over Bernicia have gathered outside our gates in [Root.Location.GetName] and sworn oaths of fealty to the King of Northumbria. Eager for the glory and riches of war, they will serve us with honor and will be known as the 'Spears of Bernicia'.;;;;;;;;;;;;;;x
EVTOPTA3141151;Excellent. The path of glory awaits them.;;;;;;;;;;;;;;x
EVTOPTA314115;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314116;Eorldom of Gyrwas;;;;;;;;;;;;;;x
EVTDESC314116;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of Gyrwas'.\n\nFrom this day on, the city of Duroplitum and the marshlands of the Fens will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314116;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314117;Eorldom of Norþfolc;;;;;;;;;;;;;;x
EVTDESC314117;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of Norþfolc'.\n\nFrom this day on, the provinces that once formed the British High Lordship of Went will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314117;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314118;Eorldom of Suþfolc;;;;;;;;;;;;;;x
EVTDESC314118;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of Suþfolc'.\n\nFrom this day on, several provinces north of the river Stour will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314118;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314119;Eorldom of Middel Seaxe;;;;;;;;;;;;;;x
EVTDESC314119;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of Middel Seaxe'.\n\nFrom this day on, the former provincial capital of Londinium and the surrounding provinces north of the Thames will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314119;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314120;Eorldom of East Seaxe;;;;;;;;;;;;;;x
EVTDESC314120;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of East Seaxe'.\n\nFrom this day on, several provinces that once formed the core of the High Lordship of Colun, including the city of Camulodunum, will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314120;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314121;Eorldom of Suþrige;;;;;;;;;;;;;;x
EVTDESC314121;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of Suþrige'.\n\nFrom this day on, the provinces of Bibrax and The Downs south of the Thames will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314121;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314122;Eorldom of East Cantware;;;;;;;;;;;;;;x
EVTDESC314122;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of East Cantware'.\n\nFrom this day on, several provinces that once formed the heart of Cantuaria in the far southeast of Britannia will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314122;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314123;Eorldom of The Weald;;;;;;;;;;;;;;x
EVTDESC314123;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of The Weald'.\n\nFrom this day on, the provinces that once formed the High Lordship of Rhegin in the southeast of Britannia will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314123;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314124;Eorldom of West Cantware;;;;;;;;;;;;;;x
EVTDESC314124;The Anglo-Saxon rulers of eastern Britain have created the 'Eorldom of West Cantware'.\n\nFrom this day on, the provinces of Capulinum and Noviomagus south of Londinium will belong 'de jure' to the newly formed Anglo-Saxon Eorldom.\n\nAny previous claim or birthright will no longer be recognized, and the new rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTOPTA314124;This is interesting news...;;;;;;;;;;;;;;x
EVTNAME314203_1;Eorldom of Lidwic;;;;;;;;;;;;;;x
EVTDESC314203_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Lidwic' in the lands that once formed the Armorican kingdom of Broceliande.\n\nFrom this day on, the Armorican peninsula and the ancient forest of Broceliande will belong 'de jure' to this newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318036_1;Eorldom of Róðaburh;;;;;;;;;;;;;;x
EVTDESC318036_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Róðaburh' on the lands that once formed the Roman Civitas of Sequania.\n\nFrom this day on, the provinces at the mouth of the Sequana will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318037_1;Eorldom of Beawæs;;;;;;;;;;;;;;x
EVTDESC318037_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Beawæs' on the lands that once formed the Roman Civitas of Bellovacia.\n\nFrom this day on, the provinces of Cæsaromagus, Meruacum, and Silvanectia along the Isara will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318058_1;Eorldom of Lehsawinas;;;;;;;;;;;;;;x
EVTDESC318058_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Lehsawinas' on the lands that once formed the territory of the tribe of the Lexovii.\n\nFrom this day on, the city of Noviomagus Lexoviorum and the surrounding lands will belong 'de jure' to the newly formed Anglo-Saxon Earldom. Any previous claim or birthright will no longer be recognized, and the new Frankish rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318059_1;Eorldom of Eweras;;;;;;;;;;;;;;x
EVTDESC318059_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Eweras' on the lands that once formed the Roman civitas of the Eburovices.\n\nFrom this day on, the provinces of Aulercorum and Condate will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318060_1;Eorldom of Sæis;;;;;;;;;;;;;;x
EVTDESC318060_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Sæis' on the lands that once formed the Roman civitas of Sagia.\n\nFrom this day on, the provinces of Sagium and Esuvia will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318061_1;Eorldom of Beocas;;;;;;;;;;;;;;x
EVTDESC318061_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Beocas' on the lands that once formed the High Lordship of Baiocassia.\n\nFrom this day on, the provinces that once formed the eastern part of the Kingdom of Benoic will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318062_1;Eorldom of Constantinsland;;;;;;;;;;;;;;x
EVTDESC318062_1;The Anglo-Saxon rulers of Northern Gaul have created the 'Eorldom of Constantinsland' on the lands that once formed the High Lordships of Trebes and Gannes.\n\nFrom this day on, the provinces that once formed the heart of the Armorican Kingdom of Benoic will belong 'de jure' to the newly formed Anglo-Saxon Eorldom. Any previous claim or birthright will no longer be recognized, and the new Saxon rulers will be considered the only rightful lieges of these lands.;;;;;;;;;;;;;;x
EVTNAME318063_1;Eorldom of Readaland;;;;;;;;;;;;;;x
