EVTDESC39100;For centuries, the Arians of Western Europe have worshipped their faith largely by themselves, with a weak, decentralized church structure. But without a central leader to direct them, their faith has often faltered in the face of the more organized Nicene Church. Now, all that has changed, as [Root.GetTitledName] has declared the creation of a new Arian Papacy as the religious head of all Arians to rival the Nicene Pope in Rome. Only time will tell what the Arians will do now.;;;;;;;;;;;;;x
EVTOPTA39100;May his holiness spread our faith far and wide!;;;;;;;;;;;;;x
EVTOPTB39100;This is interesting news...;;;;;;;;;;;;;x
EVTDESC39240;There are rumors that one of the Catholic rulers of Christendom is employing a pagan heathen in their court. This is not acceptable to the Holy Church, and this earthly lord will surely be damned unless we intervene.;;;;;;;;;;;;;x
EVTOPTA39240;Demand adherence to the Roman Catholic Church!;;;;;;;;;;;;;x
EVTOPTB39240;It is not our concern.;;;;;;;;;;;;;x
EVTTOOLTIP392401;will hear the Papal emissary.;;;;;;;;;;;;;x
EVTDESC39241;An emissary from [From.GetTitledFirstName] has arrived in our court. According to the emissary, the Papal Legate is concerned about our employment of pagans as advisors, and is asking of me to remove them from position.;;;;;;;;;;;;;x
EVTOPTD39241;Remove the pagan advisor from the Council.;;;;;;;;;;;;;x
EVTOPTA39241;Banish the pagan from our realm.;;;;;;;;;;;;;x
EVTOPTB39241;His Holiness spoke! Imprison the heathen!;;;;;;;;;;;;;x
EVTOPTC39241;Ignore this absurd request...;;;;;;;;;;;;;x
EVTDESC39300;After the reformation of the [Root.Liege.Religion.GetName] faith and your liege's adoption of the reformed creed, there has been increasing pressure within the [Root.PrimaryTitle.GetFullName] for others to follow suit. Now, you have decided yourself to convert to the reformed faith, and along with it the warriors of the [Root.PrimaryTitle.GetFullName] as well.;;;;;;;;;;;;;x
EVTOPTA39300;We will embrace the Reformed [Root.Liege.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTDESC39301;Following increasing pressure and demands to adopt the Reformed [Root.Religion.GetName] faith, your vassal [From.GetTitledFirstName] of the [From.PrimaryTitle.GetFullName] has decided to convert to your reformed creed. He and many of his warriors have now adopted the proper Reformed version of the faith, and [From.GetTitledFirstName] has made it clear that this will be the new faith of the [From.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x
EVTOPTA39301;Excellent.;;;;;;;;;;;;;x
mercenary_converts_text;The [From.PrimaryTitle.GetFullName] converts to the [Root.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTNAME39400;Religious Turmoil in [From.GetName];;;;;;;;;;;;;x
EVTDESC39400;The [From.Religion.GetName] religion has appeared in the province of [From.GetName].;;;;;;;;;;;;;x
EVTDESC39400Cath;The [From.Religion.GetName] heresy has appeared in the province of [From.GetName] and is rapidly spreading among the local [From.Culture.GetName] population. The local religious authorities will not be pleased.;;;;;;;;;;;;;x
EVTDESC39400Norse;The [From.Religion.GetName], an ancient Teutonic pagan faith, has appeared in the province of [From.GetName] and is rapidly spreading among the local [From.Culture.GetName] population.;;;;;;;;;;;;;x
EVTDESC39400Roman;The [From.Religion.GetName], an ancient Imperial pagan faith, has appeared in the province of [From.GetName] and is rapidly spreading among the local [From.Culture.GetName] population.;;;;;;;;;;;;;x
EVTDESC39400Pagan;The [From.Religion.GetName], an ancient Celtic pagan faith, has appeared in the province of [From.GetName] and is rapidly spreading among the local [From.Culture.GetName] population.;;;;;;;;;;;;;x
EVTOPTA39400;Let them worship whatever God they prefer.;;;;;;;;;;;;;x
EVTOPTB39400;Excellent news.;;;;;;;;;;;;;x
EVTOPTC39400;This is troubling news. May God have mercy on them.;;;;;;;;;;;;;x
EVTOPTD39400;Fools! Our Gods are superior.;;;;;;;;;;;;;x
EVTDESC39445;Apparently my liege has appointed a misbeliever as one of [Root.Liege.GetHerHis] advisors.;;;;;;;;;;;;;x
EVTOPTA39445;Troubling news... I must send a complaint.;;;;;;;;;;;;;x
EVTOPTB39445;It is not of my concern at all.;;;;;;;;;;;;;x
EVTDESC67001;The Papal Nuncio of Ecclesia Catholica Britanniæ is upset about our laws allowing free investiture. The Papal Legate is formally asking us to change it to comply with the Roman Church doctrine.;;;;;;;;;;;;;x
EVTOPTA67001;We always follow the divine will. Praise God.;;;;;;;;;;;;;x
EVTOPTB67001;No. I rule in my realm.;;;;;;;;;;;;;x
EVTOPTC67001;Some gold to the church will silence them...;;;;;;;;;;;;;x
EVTOPTD67001;Decline on theological grounds.;;;;;;;;;;;;;x
EVTDESC_SoA_5410;It seems that my interest in the [other_religion_friend.Religion.GetName] faith has come to the attention of one of its practitioners within the realm. We met and have had the most fruitful discussions about theology and other matters.;Il semble que notre intérêt pour le christianisme a capté l'attention d'un de ses pratiquants au sein du royaume. Nous nous sommes rencontrés et avons eu une discussion des plus intéressantes concernant la théologie et bien d'autres sujets.;Scheinbar ist mein Interesse am Christentum auf Widerhall im Reich gestoßen. Einer seiner Anhänger suchte mich auf und wir führten ein sehr anregendes Gespräch über die Theologie und andere Dinge.;;Parece que mi interés en la Cristiandad ha llamado la atención de uno de sus practicantes del reino. Nos hemos reunido y hemos mantenido discusiones fructíferas sobre teología y otras cuestiones.;;;;;;;;;x
EVTDESC302700;After the conversion of the [Root.Liege.PrimaryTitle.GetFullName] to Christianity, there has been increasing pressure within the [Root.PrimaryTitle.GetFullName] to convert as well, and many within have already begun to convert. Now, you have decided yourself to convert to this new creed, and along with it the warriors of the [Root.PrimaryTitle.GetFullName] as well.;;;;;;;;;;;;;x
EVTOPTA302700;We will embrace the new [Root.Liege.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTDESC302701;Following increasing pressures and demands to adopt Christianity, your vassal [From.GetTitledFirstName] of the [From.PrimaryTitle.GetFullName] has decided to convert to the [Root.Religion.GetName] faith. He and many of his warriors have now converted, and [From.GetTitledFirstName] has made it clear that this will be the new faith of the [From.PrimaryTitle.GetFullName].;;;;;;;;;;;;;x
EVTOPTA302701;Excellent.;;;;;;;;;;;;;x
mercenary_converts_text;The [From.PrimaryTitle.GetFullName] converts to the [Root.Religion.GetName] faith.;;;;;;;;;;;;;x
EVTNAME302702;The Bishopric of Autissiodorum;;;;;;;;;;;;;x
EVTDESC302702;Your vassal, the Bishop of Autissiodorum, has passed away. His dying wish was to send for the governor Germanus - a brilliant, well-educated, strong-willed man - who he believed would be the perfect person to take his place.;;;;;;;;;;;;;x
EVTOPTA302702;Send for him immediately.;;;;;;;;;;;;;x
EVTOPTB302702;Just choose a local noble instead.;;;;;;;;;;;;;x
EVTDESC302703;You have received word that the Bishop of Autissiodorum has died. Recognizing how your skills and talents as a governor would be critically important to the promotion of the church, his dying wish was that you succeed him as bishop. Will you abandon your career as a high-ranking official for the church?;;;;;;;;;;;;;x
EVTOPTA302703;I will take up the cause!;;;;;;;;;;;;;x
EVTOPTB302703;No, my future lies in the administration.;;;;;;;;;;;;;x
EVTNAME302704;Germanus of Auxerre;;;;;;;;;;;;;x
EVTDESC302704;The Papal Nuncio, [From.GetFirstName], has decreed that the issue of heretic Pelagianism in the British isles must be dealt with swiftly before it gains a permanent foothold. He has chosen your bishop, Germanus of Auxerre, to lead the mission in persuading the British heretics.;;;;;;;;;;;;;x
EVTOPTA302704;Truly an honour.;;;;;;;;;;;;;x
EVTOPTB302704;I'd prefer if he stayed here...;;;;;;;;;;;;;x
EVTNAME302706;Germanus of Auxerre;;;;;;;;;;;;;x
EVTDESC302706;A man from Gaul, calling himself Germanus of Auxerre, has arrived at your court, claiming to be sent from the Pope himself. He wishes to speak to the Pelagians at your court, and to debate theological matters with them. He brings a hefty gift as welcome.;;;;;;;;;;;;;x
EVTOPTA302706;I see no harm in him staying.;;;;;;;;;;;;;x
EVTOPTB302706;No, he should move on.;;;;;;;;;;;;;x
EVTNAME302708;The Mission against Pelagianism;;;;;;;;;;;;;x
EVTDESC302708;The Roman bishop, Germanus of Auxerre, has been sent by his liege, [FromFrom.Liege.GetTitledName], and the Papal Nuncio [FromFrom.RelHead.GetFirstName], to the British Isles to combat the heretic doctrine of Pelagianism. He currently resides at the court of [From.GetTitledName], ready to use his best rhetoric and theological skills to persuade the heretics to return to the one true Nicene church.;;;;;;;;;;;;;x
EVTOPTA302708;May he speak with God's tongue.;;;;;;;;;;;;;x
EVTOPTB302708;Where's Pelagius when you need him...;;;;;;;;;;;;;x
EVTNAME302710;Courtier Taken from Pelagianism;;;;;;;;;;;;;x
EVTDESC302710;Your courtier, [From.GetFirstName], has been persuaded by the rhetoric skills of the Roman Bishop, Germanus of Auxerre, and has sworn to adhere to the doctrines of the Nicene church, refuting [From.GetHerHis] Pelagian beliefs.;;;;;;;;;;;;;x
EVTOPTA302710;As long as he stays away from me...;;;;;;;;;;;;;x
EVTOPTB302710;I think he's stayed here long enough.;;;;;;;;;;;;;x
EVTNAME302711;Forced out of Court;;;;;;;;;;;;;x
EVTDESC302711;The Pelagian host of Germanus of Auxerre, [From.GetTitledFirstName], has decided that his time at court should come to a close, and has asked him to leave, citing his debates against Pelagianism as an affront to his hospitality.;;;;;;;;;;;;;x
EVTOPTA302711;Foul heretics!;;;;;;;;;;;;;x
EVTOPTB302711;Good riddance!;;;;;;;;;;;;;x
EVTOPTC302711;Moving on;;;;;;;;;;;;;x
EVTNAME302712;The Power of Persuasion;;;;;;;;;;;;;x
EVTDESC302712;The visiting Bishop, Germanus of Auxerre, has been using his incredible rhetoric skills to debate against the doctrine of Pelagianism in your realm. Slowly but surely, his words have begun persuading you, and he has promised a hefty gift if you renounce your heretic ways and embrace the Nicene church.;;;;;;;;;;;;;x
EVTOPTA302712;Yes, I understand now.;;;;;;;;;;;;;x
EVTOPTB302712;Enough is enough!;;;;;;;;;;;;;x
EVTNAME302714;The Power of Persuasion;;;;;;;;;;;;;x
EVTDESC302714;The works of Bishop Germanus of Auxerre have convinced [From.GetTitledFirstName] to renounce his Pelagian heresy, and rejoin the Nicene church. Fellow Nicenes in the realm are celebrating, while the Pelagians are concerned about the continued demise of their faith.;;;;;;;;;;;;;x
EVTOPTA302714;Rejoice!;;;;;;;;;;;;;x
EVTOPTB302714;Pelagianism will triumph!;;;;;;;;;;;;;x
EVTNAME311186;The Venerable Bede;;;;;;;;;;;;;x
EVTDESC311186;An Anglian Benedectine monk from [Root.Location.GetName], known as [Root.GetTitledFirstName] 'the Venerable', has recently written a book titled 'Historia Ecclesiastica Gentis Anglorum', which is being copied and transcribed in every abbey, monastery and library of the British Isles.\n\nThe monk, currently a vassal of [Root.Liege.GetTitledName], is a well known theologist and scholar, and a skilled linguist and translator. His work has made the Holy Scriptures and the writings of the early Church Fathers more accessible to his fellow Anglo-Saxons, and undoubtedly stimulated the spreading of Christianity in their lands...;;;;;;;;;;;;;x
EVTOPTA311186;Excellent! We shall rule in the name of God!;;;;;;;;;;;;;x
EVTOPTB311186;This is troubling news!;;;;;;;;;;;;;x
EVTOPTC311186;Praise God! But I don't trust these Saxons...;;;;;;;;;;;;;x
EVTOPTD311186;We shall remain faithful to our ancient Gods!;;;;;;;;;;;;;x
EVTDESC312500;The people of [Root.GetName] have embraced the Catholic faith!;;;;;;;;;;;;;x
EVTOPTA312500;Fools!;;;;;;;;;;;;;x
EVTOPTB312500;Glory to God!;;;;;;;;;;;;;x
EVTOPTC312500;Heretics...;;;;;;;;;;;;;x
EVTDESC312501;The people of [From.GetName] have embraced the Catholic faith! How can they worship a God so weak he was nailed to a cross?;;;;;;;;;;;;;x
EVTOPTA312501;Fools!;;;;;;;;;;;;;x
EVTDESC312502;The infidel pagans in [From.GetName] are now a minority, and most people have embraced the Catholic faith!;;;;;;;;;;;;;x
EVTOPTA312502;Glory to God!;;;;;;;;;;;;;x
EVTDESC3125020;The pagans in [From.GetName] have been converted by Catholic missionaries, and most people have embraced the heretical Catholic faith.;;;;;;;;;;;;;x
EVTOPTA3125020;Better heretics than infidels...;;;;;;;;;;;;;x
EVTDESC312503;You have forsaken your old religion and publicly embraced the Catholic faith! The most loyal among your subjects, upon hearing of your conversion, have decided to follow your spiritual lead and devote themselves to the worship of the one true God.;;;;;;;;;;;;;x
EVTOPTA312503;Excellent. Praise God and His Saints!;;;;;;;;;;;;;x
EVTDESC312504;You have forsaken your old faith and publicly embraced the ancient Roman imperial religion! The most loyal among your subjects, upon hearing of your conversion, have decided to follow your spiritual lead and devote themselves to the worship of the Roman Gods.;;;;;;;;;;;;;x
EVTOPTA312504;We will rise to glory in Jupiter's name!;;;;;;;;;;;;;x
EVTDESC312505;You have forsaken your old faith and publicly embraced the ancient Brythonic religion of Britain! The most loyal among your subjects, upon hearing of your conversion, have decided to follow your spiritual lead and devote themselves to the worship of the Old Gods.;;;;;;;;;;;;;x
EVTOPTA312505;Excellent. Glory to Bel!;;;;;;;;;;;;;x
EVTNAME312550;The Cult of Manawydan;;;;;;;;;;;;;x
EVTDESC312550;The cult of Manawydan, the ancient british Sea God, had recently appeared in the province of [Root.Location.GetName]. However, with the cultists attracted more towards coastal areas and portual settlements than inland regions, the worship of the Sea God quickly decreased.\n\nMost people in [Root.Location.GetName] have now returned to the traditional Old Gods religion.;;;;;;;;;;;;;x
EVTOPTA312550;Our great God belongs to the sea...;;;;;;;;;;;;;x
EVTOPTB312550;This is excellent news!;;;;;;;;;;;;;x
EVTDESC312600;Years of study and devotion to the Old Gods of Britain have not gone unnoticed. I have been called upon by the Druids, and granted the privilege to join their sacred ancient order.;;;;;;;;;;;;;x
EVTOPTA312600;Such an honor can not be refused!;;;;;;;;;;;;;x
EVTOPTB312600;I don't have time for this, I have a land to rule!;;;;;;;;;;;;;x
EVTDESC3126001;I have been granted the title of Druid, and I have gained recognition throughout the land.;;;;;;;;;;;;;x
EVTOPTA3126001;I am a dutiful servant of the Gods!;;;;;;;;;;;;;x
EVTDESC3126002;I have gained recognition as a Christian priest throughout the land.;;;;;;;;;;;;;x
EVTOPTA3126002;I am a humble servant of God.;;;;;;;;;;;;;x
EVTDESC3126003;I am no longer recognized as an ordinary Christian priest throughout the land.;;;;;;;;;;;;;x
EVTOPTA3126003;Indeed.;;;;;;;;;;;;;x
EVTDESC312601;I've been summoned by the council of the Druids. They informed me I have not proven worthy of the sacred order, lacking the necessary wisdom and skills. I no longer have the right to call myself a druid.;;;;;;;;;;;;;x
EVTOPTA312601;I was tired of those ancient rites anyway...;;;;;;;;;;;;;x
EVTDESC312651;[From.GetTitledName] has been sacrificed to the Gods!\nAfter bringing [From.GetHerHim] to the sacred grove in the forest, our priests placed [From.GetFirstName] on the altar and sliced [From.GetHerHim] open with a ceremonial dagger. Surely the deities will be pleased with this.;;;;;;;;;;;;;x
EVTOPTA312651;May [This.Religion.GetRandomGodName] receive this great offering!;;;;;;;;;;;;;x
EVTDESC312652;Our ruthless enemies have sacrificed [From.GetTitledName] to their Gods!\nAfter bringing [From.GetHerHim] to a sacred grove in the forest, their wicked priests placed [From.GetFirstName] on the altar and sliced [From.GetHerHim] open with a ceremonial dagger.;;;;;;;;;;;;;x
EVTOPTA312652;Terrible! May [This.Religion.GetRandomGodNameCap] see [From.GetHerHim] safely to the afterlife.;;;;;;;;;;;;;x
EVTNAME312670;Ecclesia Catholica Britanniæ;;;;;;;;;;;;;x
EVTDESC312670;You have been appointed Papal Nuncio of Ecclesia Catholica Britanniæ by His Holiness the Pope of Rome.;;;;;;;;;;;;;x
EVTOPTA312670;I will serve and glorify God!;;;;;;;;;;;;;x
EVTNAME312671;Ecclesia Catholica Britanniæ;;;;;;;;;;;;;x
EVTDESC312671;His Holiness the Pope of Rome has formally appointed a new Apostolic Nuncio of Ecclesia Britanniæ, [From.GetTitledName]. The Papal Legate will exercise his spiritual authority and function as rightful head of the Roman Catholic Church in Gaul, Britain and Ireland.;;;;;;;;;;;;;x
EVTOPTA312671;May the holy man serve God almighty in every action...;;;;;;;;;;;;;x
EVTDESC312681;The Bard presents [From.GetHerselfHimself] to you. In order to judge [From.GetHerHis] talents, you request for [From.GetHerHim] to compose a poem praising your great exploits.;;;;;;;;;;;;;x
EVTOPTA312681;[From.GetSheHeCap] shall be my new Court Bard.;;;;;;;;;;;;;x
EVTOPTB312681;I will settle this matter later.;;;;;;;;;;;;;x
EVTNAME312700;The Spreading of Christianity;;;;;;;;;;;;;x
EVTDESC312701;Praise God and His Saints! The Catholic Gospel is spreading quickly in the lands of southern Britain. The pagan heathens are now a minority in cities and larger settlements. They remain strong only in rural areas, in the deep wooden valleys of Powys and up in the northern Kingdoms.;;;;;;;;;;;;;x
EVTOPTA312701;God be praised!;;;;;;;;;;;;;x
EVTDESC312702;The Christians are spreading like a plague in the lands of southern Britain. The power of the Old Gods is weakening in cities and larger settlements, and it remains strong only in rural areas, in the deep wooden valleys of Powys and up in the northern Kingdoms.;;;;;;;;;;;;;x
EVTOPTA312702;This is troubling news...;;;;;;;;;;;;;x
EVTDESC312703;The Christians are spreading like a plague in the lands of southern Britain. The power of ancient religions is shrinking, especially in cities and larger settlements. This foolish Catholic fever will soon strike our lands, and much harder than we expected...;;;;;;;;;;;;;x
EVTOPTA312703;Interesting...;;;;;;;;;;;;;x
EVTNAME312740;The Brotherhood of Mithras;;;;;;;;;;;;;x
EVTDESC312740;Your martial skills have been noticed by the members of the Brotherhood of Mithras, an ancient secret cult open only to the bravest warriors of Britain. You have been granted the honor of becoming a fellow brother of the ancient order, if you so desire...;;;;;;;;;;;;;x
EVTOPTA312740;Such an honor can not be refused!;;;;;;;;;;;;;x
EVTOPTB312740;I have no interest for rituals or ancient cults!;;;;;;;;;;;;;x
EVTOPTC312740;Secret blood cults are a plague. I will publicly expose them!;;;;;;;;;;;;;x
EVTOPTC312740TT;The known members of the Brotherhood of Mithras will be publicly denounced and condemned as dangerous misbelievers.\n\n;;;;;;;;;;;;;x
death_murder_mithras;was murdered on the orders of $KILLER$ for publicly condemning the Brotherhood of Mithras.;;;;;;;;;;;;;x
EVTNAME313250;The Frankish Conversion;;;;;;;;;;;;;x
EVTDESC313250;[Root.GetTitledName] has abandoned the old pagan religion of [Root.GetHerHis] people and embraced the Nicene faith. Apparently [Root.GetSheHe] expects all [Root.GetHerHis] vassals to do the same immediately. This event will undoubtedly quicken the spreading of Christianity in the Frankish lands...;;;;;;;;;;;;;x
EVTOPTA313250;These Christians will become a serious trouble!;;;;;;;;;;;;;x
EVTOPTB313250;Excellent! Praise God and His Saints!;;;;;;;;;;;;;x
EVTTOOLTIP313250;Most of your vassals and courtiers follow your lead in converting to Christianity.\n;;;;;;;;;;;;;x
EVTOPTC313250;Praise the Lord! May the Nicene faith grow strong among the Franks!;;;;;;;;;;;;;x
TOOLTIPCONVCHRIST;§Y[Root.GetTitledName]§! converts to Christianity.;;;;;;;;;;;;;x
TOOLTIPCONVDRUIDIC;§Y[Root.GetTitledName]§! converts to Druidic Paganism.;;;;;;;;;;;;;x
TOOLTIPCONVROMAN;§Y[Root.GetTitledName]§! converts to Roman Imperial Paganism.;;;;;;;;;;;;;x
EVTDESC317900;As part of embracing the [Root.Culture.GetName] culture, you have also taken the religious traditions and gods native to the [Root.Culture.GetName] culture as your own.;;;;;;;;;;;;;x
EVTOPTA317900;Praise Bel!;;;;;;;;;;;;;x
EVTOPTB317900;Praise Cailleach!;;;;;;;;;;;;;x
EVTOPTC317900;Praise Taranis!;;;;;;;;;;;;;x
EVTOPTA317901;Praise Wodan!;;;;;;;;;;;;;x
EVTOPTB317901;Praise Odin!;;;;;;;;;;;;;x
EVTOPTC317901;Praise Wodin!;;;;;;;;;;;;;x
EVTOPTD317901;Praise Wuotan!;;;;;;;;;;;;;x
EVTOPTE317901;Praise Gapt!;;;;;;;;;;;;;x
EVTDESC317902;After embracing the [Root.Culture.GetName] culture, the local population of [Root.GetName] have also changed their religious practices and traditions to fit that of their new culture.;;;;;;;;;;;;;x
EVTOPTA317902;Praise Bel!;;;;;;;;;;;;;x
EVTOPTB317902;Praise Cailleach!;;;;;;;;;;;;;x
EVTOPTC317902;Praise Taranis!;;;;;;;;;;;;;x
EVTOPTD317902;This is interesting news...;;;;;;;;;;;;;x
EVTOPTE317902;They are still infidels!;;;;;;;;;;;;;x
EVTOPTA317903;Praise Wodan!;;;;;;;;;;;;;x
EVTOPTB317903;Praise Odin!;;;;;;;;;;;;;x
EVTOPTC317903;Praise Wodin!;;;;;;;;;;;;;x
EVTOPTD317903;Praise Wuotan!;;;;;;;;;;;;;x
EVTOPTE317903;Praise Gapt!;;;;;;;;;;;;;x
EVTOPTF317903;This is interesting news...;;;;;;;;;;;;;x
EVTOPTG317903;They are still infidels!;;;;;;;;;;;;;x
EVTOPTA317904;Praise Jupiter!;;;;;;;;;;;;;x
EVTOPTA317905;Praise Jupiter!;;;;;;;;;;;;;x
EVTOPTB317905;Praise Mithras!;;;;;;;;;;;;;x
EVTOPTC317905;Praise Sol Invictus!;;;;;;;;;;;;;x
EVTOPTD317905;Praise Prometheus!;;;;;;;;;;;;;x
EVTOPTE317905;Praise Cronus!;;;;;;;;;;;;;x
EVTOPTB317905;This is interesting news...;;;;;;;;;;;;;x
EVTOPTA317905;They are still infidels!;;;;;;;;;;;;;x
EVTOPTA317906;Praise Agin!;;;;;;;;;;;;;x
EVTOPTB317906;Praise Tengri!;;;;;;;;;;;;;x
EVTOPTA317907;Praise Agin!;;;;;;;;;;;;;x
EVTOPTF317902;Praise Urtzi!;;;;;;;;;;;;;x
EVTOPTB317907;This is interesting news...;;;;;;;;;;;;;x
EVTOPTC317907;They are still infidels!;;;;;;;;;;;;;x
EVTOPTA317908;Glory to Adonai!;;;;;;;;;;;;;x
EVTOPTA317909;Glory to Adonai!;;;;;;;;;;;;;x
EVTOPTB317909;This is interesting news...;;;;;;;;;;;;;x
EVTOPTC317909;Better than pagans, I suppose.;;;;;;;;;;;;;x
############### DRUIDIC THEOLOGY FOCUS/AMBITION CHAIN ###############
EVTDESC312620;Your newfound interest in the cults and practices of the druids has caught the interest of your Seer, [Root.job_spiritual.GetTitledName]. [Root.job_spiritual.GetSheHeCap] has offered to help train you to gain the skills knowledge to join the ranks of the druids.;;;;;;;;;;;;;x
EVTOPTA312620;Tell me more of the secrets of the druids.;;;;;;;;;;;;;x
EVTOPTB312620;No, I have no time to focus on such things.;;;;;;;;;;;;;x
