EVTDESC414103;The rich lands west of the Severn river that formed the Eorldom of Magonsæte have been reconquered from the Anglo-Saxons that once claimed the region.\n\nFrom this day on, the provinces of Magnis, Lugg Vale and Severnia will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414103;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414103;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414104;Eorldom of Hwicce;;;;;;;;;;;;;;x
EVTDESC414104;The lands that formed the Eorldom of Hwicce have been reconquered from the Anglo-Saxon that once claimed the region for themselves.\n\nFrom this day on, the city of Glevum and the surrounding lands, as well as the valley of the river Avon, will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414104;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414104;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141040;Eorldom of Cilternsæte;;;;;;;;;;;;;;x
EVTDESC4141040;The hilly provinces that formed the Eorldom of Cilternsæte have been reconquered from the Anglo-Saxon that once claimed the region for themselves.\n\nFrom this day on, the provinces of Ælia Castra, Magiovinium, and Chiltern Hills will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141040;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141040;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414106;Eorldom of Dorsætescir;;;;;;;;;;;;;;x
EVTDESC414106;The fertile provinces of southern Britain that formed the Eorldom of Dorsætescir have been reconquered from the Anglo-Saxons.\n\nFrom this day on, the city of Durnovaria and the surrounding lands will once again belong 'de jure' to their ancient high lordships and to the kingdom of Dumnonia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414106;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414106;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414107;Eorldom of Sumorsæte;;;;;;;;;;;;;;x
EVTDESC414107;In southern Britain, the rich marshlands of the Eorldom of Sumorsæte have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships and to the kingdom of Dumnonia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414107;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414107;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414108;Eorldom of Hamtunscir;;;;;;;;;;;;;;x
EVTDESC414108;The lands that formed the Eorldom of Hamtunscir have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414108;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414108;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141081;Eorldom of Bearrucscir;;;;;;;;;;;;;;x
EVTDESC4141081;The lands that formed the Eorldom of Bearrucscir have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces of the western Thames valley will once again belong 'de jure' to the high lordship of Celemion. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141081;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141081;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141083;Eorldom of Wiltunscir;;;;;;;;;;;;;;x
EVTDESC4141083;The lands that formed the Eorldom of Wiltunscir have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces of central West Seaxe, including the great circle of The Stones and the city of Sorviodunum, will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141083;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141083;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141080;Eorldom of Meonware;;;;;;;;;;;;;;x
EVTDESC4141080;The lands that formed the Eorldom of Meonware have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to the vassal kingdom of the Belgae. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141080;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141080;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414109;Eorldom of Defenascir;;;;;;;;;;;;;;x
EVTDESC414109;The lands that formed the Eorldom of Defenascir have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships and to the kingdom of Dumnonia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414109;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414109;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141091;Eorldom of Cornweal;;;;;;;;;;;;;;x
EVTDESC4141091;The lands that formed the Eorldom of Cornweal have been reconquered from the Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships under the Kingdom of Kernow. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141091;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141091;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414111;Eorldom of Derenrice;;;;;;;;;;;;;;x
EVTDESC414111;The lands that formed the Eorldom of Derenrice in northern Britain have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the town of Eburacum and the surrounding lands will once again belong 'de jure' to the High Lordship of Deifr and to the kingdom of Ebrauc. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414111;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414111;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414112;Eorldom of Lanceaster;;;;;;;;;;;;;;x
EVTDESC414112;The lands that formed the Eorldom of Lanceaster have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414112;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414112;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141124;Eorldom of Donceaster;;;;;;;;;;;;;;x
EVTDESC4141124;The lands that formed the Eorldom of Donceaster have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to the kingdom of Elmet. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141124;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141124;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414113;Eorldom of Cumbria;;;;;;;;;;;;;;x
EVTDESC414113;The lands that formed the Eorldom of Cumbria in northern Britain have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to the high lordship of Llwyfenydd under the Kingdom of Rheged. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414113;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414113;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414114;Eorldom of Beornice;;;;;;;;;;;;;;x
EVTDESC414114;The cold lands in northern Britain that formed the Eorldom of Beornice have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces in the northeast of Britannia will once again belong 'de jure' to their ancient high lordships and under the Kingdom of Bryneich. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414114;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414114;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141141;Eorldom of Loþen;;;;;;;;;;;;;;x
EVTDESC4141141;The cold lands in northern Britain that formed the Eorldom of Loþen have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their ancient high lordships under the Kingdom of Lothian. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141141;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141141;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141142;Eorldom of Gallawa;;;;;;;;;;;;;;x
EVTDESC4141142;The cold lands in northern Britain that formed the Eorldom of Gallawa have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces on the northern shore of the Oceanus Hibernicus will once again belong 'de jure' to their ancient high lordships under the Kingdom of Ystrad Clut. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141142;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141142;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME4141143;Eorldom of Ayrscir;;;;;;;;;;;;;;x
EVTDESC4141143;The cold lands in northern Britain that formed the Eorldom of Ayrscir have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, these provinces in the heart of the Lowlands will once again belong 'de jure' to their ancient high lordships under the Kingdom of Ystrad Clut. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4141143;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4141143;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414116;Eorldom of Gyrwas;;;;;;;;;;;;;;x
EVTDESC414116;The lands that formed the Eorldom of Gyrwas have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the city of Duroplitum and the marshlands of the Fens will once again belong 'de jure' to their ancient high lordships under the Kingdom of Icenia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414116;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414116;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414117;Eorldom of Norþfolc;;;;;;;;;;;;;;x
EVTDESC414117;The lands that formed the Eorldom of Norþfolc have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the city of Venta Icenorum and the surrounding provinces will once again belong 'de jure' to the High Lordship of Went under the Kingdom of Icenia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414117;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414117;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414118;Eorldom of Suþfolc;;;;;;;;;;;;;;x
EVTDESC414118;The lands that formed the Eorldom of Suþfolc have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces north of the river Stour will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414118;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414118;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414119;Eorldom of Middel Seaxe;;;;;;;;;;;;;;x
EVTDESC414119;The lands that formed the Eorldom of Middel Seaxe have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the former provincial capital of Londinium and the surrounding provinces north of the Thames will once again belong 'de jure' to their ancient high lordships under the Kingdom of Londinium. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414119;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414119;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414120;Eorldom of East Seaxe;;;;;;;;;;;;;;x
EVTDESC414120;The lands that formed the Eorldom of East Seaxe have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, several provinces at the mouth of the Thames, including the city of Camulodunum, will once again belong 'de jure' to their ancient high lordships under the Kingdom of Londinium. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414120;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414120;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414121;Eorldom of Suþrige;;;;;;;;;;;;;;x
EVTDESC414121;The lands that formed the Eorldom of Suþrige have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces of Bibrax and The Downs south of the Thames will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414121;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414121;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414122;Eorldom of East Cantware;;;;;;;;;;;;;;x
EVTDESC414122;The lands that formed the Eorldom of East Cantware have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces in the far southeast of Britannia, including the town of Durovernum, will once again belong 'de jure' to their ancient high lordships under the Kingdom of Cantuaria. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414122;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414122;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414123;Eorldom of The Weald;;;;;;;;;;;;;;x
EVTDESC414123;The lands that formed the Eorldom of The Weald have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces in the southeast of Britannia, including the town of Regentium, will once again belong 'de jure' to the High Lordship of Rhegin under the Kingdom of Cantuaria. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA414123;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB414123;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414124;Eorldom of West Cantware;;;;;;;;;;;;;;x
EVTDESC414124;The lands that formed the Eorldom of West Cantware have been reconquered from the Anglo-Saxons that once claimed the region for themselves.\n\nFrom this day on, the provinces of Capulinum and Noviomagus in the far southeast of Britannia will once again belong 'de jure' to their ancient high lordships under the Kingdom of Cantuaria. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME3142340;Kingdom of South Seaxe;;;;;;;;;;;;;;x
EVTDESC3142340;The coastal Saxon kingdom of South Seaxe has disappeared into the shadows of history. All its former lands, including the provinces of Venta and Portus Dubris, as well as the Saxon Eorldom of the Weald, will once again belong 'de jure' to their ancient high lordships and kingdoms. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA3142340;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB3142340;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME414203;Duchy of Bretland;;;;;;;;;;;;;;x
EVTDESC414203;The lands that formed the Duchy of Bretland in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of the Armorican peninsula and the ancient forest of Broceliande will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTDESC414203_1;The lands that formed the Duchy of Bretland in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of the Armorican peninsula and the ancient forest of Broceliande will once again belong 'de jure' to their traditional High Lordships under the Kingdom of Broceliande. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA4142030;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB4142030;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME3142050;Kingdom of Burgundy;;;;;;;;;;;;;;x
EVTDESC3142050;The lands that formed the Frankish Kingdom of Burgundy in eastern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA3142050;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB3142050;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME418036;County of Roðoburg;;;;;;;;;;;;;;x
EVTDESC418036;The lands that formed the County of Roðoburg in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA418036;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB418036;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME418037;County of Beauvais;;;;;;;;;;;;;;x
EVTDESC418037;The lands that formed the County of Beauvais in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of Cæsaromagus, Meruacum, and Silvanectia along the Isara will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTOPTA418037;This is interesting news...;;;;;;;;;;;;;;x
EVTOPTB418037;This is troubling news...;;;;;;;;;;;;;;x
EVTNAME418051;County of Mosan;;;;;;;;;;;;;;x
EVTDESC418051;The lands that formed the County of Mosan in eastern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418052;County of Bietgowe;;;;;;;;;;;;;;x
EVTDESC418052;The lands that formed the County of Bietgowe in eastern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the great Roman city and former imperial residence of Augusta Treverorum and the surrounding provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418053;County of Wirten;;;;;;;;;;;;;;x
EVTDESC418053;The lands that formed the County of Wirten in eastern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of Verodunum and Ibliodurum will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418054;County of Toul;;;;;;;;;;;;;;x
EVTDESC418054;The lands that formed the County of Toul in eastern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, several provinces around the upper Mosa and Mosella around the city of Tullum will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418055;County of Vermandois;;;;;;;;;;;;;;x
EVTDESC418055;The lands that formed the County of Vermandois in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418056;County of Soissons;;;;;;;;;;;;;;x
EVTDESC418056;The lands that formed the County of Soissons in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418057;County of Porcien;;;;;;;;;;;;;;x
EVTDESC418057;The lands that formed the County of Porcien in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of the western Silva Arduenna will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418058;County of Lisieux;;;;;;;;;;;;;;x
EVTDESC418058;The lands that formed the County of Lisieux in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the city of Noviomagus Lexoviorum and the surrounding lands will once again belong 'de jure' to the Roman civitas of Lexovia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418059;County of Évreux;;;;;;;;;;;;;;x
EVTDESC418059;The lands that formed the County of Évreux in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of Aulercorum and Condate will once again belong 'de jure' to the Roman civitas of Eburovicia. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418060;County of Hiémois;;;;;;;;;;;;;;x
EVTDESC418060;The lands that formed the County of Hiémois in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of Sagium and Esuvia will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418061;County of Bessin;;;;;;;;;;;;;;x
EVTDESC418061;The lands that formed the County of Bessin in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces that once formed the eastern part of the Kingdom of Benoic will once again belong 'de jure' to their traditional High Lordships. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418062;County of Konstantinslant;;;;;;;;;;;;;;x
EVTDESC418062;The lands that formed the County of Konstantinslant in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces that once formed the heart of the Kingdom of Benoic will once again belong 'de jure' to their traditional High Lordships. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418063;County of Rodorulant;;;;;;;;;;;;;;x
EVTDESC418063;The lands that formed the County of Rodorulant in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the city of Condate Riedonum and the surrounding provinces will once again belong 'de jure' to their traditional High Lordships. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418064;County of Lutil Frankaland;;;;;;;;;;;;;;x
EVTDESC418064;The lands that formed the County of Lutil Frankaland in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the city of Lutetia and the surrounding provinces around the confluence of the Sequana and Matrona will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418065;County of Meaux;;;;;;;;;;;;;;x
EVTDESC418065;The lands that formed the County of Meaux in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the provinces of Iantinum and Calagum just east of Lutetia will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418066;County of Sens;;;;;;;;;;;;;;x
EVTDESC418066;The lands that formed the County of Sens in northern Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the former provincial capital of Agedincum and the surrounding provinces on the Sequana will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418067;County of Auxerre;;;;;;;;;;;;;;x
EVTDESC418067;The lands that formed the County of Auxerre in central Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the important Christian centre of Autissiodurum and the surrounding provinces on the Icauna will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418068;County of Champaigne;;;;;;;;;;;;;;x
EVTDESC418068;The lands that formed the County of Champaigne to the south of Marne have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, these provinces will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418069;County of Orleans;;;;;;;;;;;;;;x
EVTDESC418069;The lands that formed the County of Orleans in central Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, the city of Aurelianum and the surrounding provinces on the upper bend of the Liger will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418070;County of Blois;;;;;;;;;;;;;;x
EVTDESC418070;The lands that formed the County of Blois in western Gaul have been reconquered from the Franks that once claimed the region for themselves.\n\nFrom this day on, several provinces southwest of Lutetia including the city of Autricum and the fortress of Blesum will once again belong 'de jure' to their traditional Roman civitates. Any previous claim or birthright from the former Germanic rulers will no longer be recognized.;;;;;;;;;;;;;;x
EVTNAME418071;County of Anjou;;;;;;;;;;;;;;x
