##### BRITANNIA STORYLINE EVENTS #####
EVTOPTB312110;I will pursue my own destiny away from Dumnonia.;;;;;;;;;;;;;x
EVTNAME3121101;The Brotherhood Horsemen;;;;;;;;;;;;;x
EVTDESC3121101;Sagramor, the famed Numidian warrior and your close friend during your campaigns in Armorica, has come to [Root.TopLiege.PrimaryTitle.GetName] with his powerful band of horsemen. The Brotherhood Horsemen have sworn fealty to [Root.Liege.GetTitledName] and are promising to help you in whatever way they can in the fight against [Root.TopLiege.PrimaryTitle.GetName]'s enemies.;;;;;;;;;;;;;x
EVTDESC3121101_1;Sagramor, the famed Numidian warrior and your close friend during your campaigns in Armorica, has come to [Root.TopLiege.PrimaryTitle.GetName] with his powerful band of horsemen. The Brotherhood Horsemen have sworn fealty to you and are promising to help you in whatever way they can in the fight against [Root.TopLiege.PrimaryTitle.GetName]'s enemies.;;;;;;;;;;;;;x
EVTOPTA3121101;Excellent! Together we will drive the Saxons out of Britannia!;;;;;;;;;;;;;x
EVTNAME3121102;The Brotherhood Horsemen;;;;;;;;;;;;;x
EVTDESC3121102;Sagramor, the famed Numidian warrior and your regent Arthur's close friend, has come to [Root.PrimaryTitle.GetName] with his powerful band of horsemen. The Brotherhood Horsemen have sworn fealty to you and will fight for you in your wars, but Sagramor's true loyalties have always lied with Arthur...;;;;;;;;;;;;;x
EVTOPTA3121102;A band of noble warriors... or a plot of Arthur to gain my throne?;;;;;;;;;;;;;x
EVTDESC3121103;[d_brotherhood_horsemen.Holder.GetTitledFirstName] has announced that the Brotherhood Horsemen's time in service to Dumnonia has come to and end, and that [d_brotherhood_horsemen.Holder.GetHerHis] company of warriors will now return to their old status adventuring around the island. From this day on the Brotherhood Horsemen will be a free company, ready to fight for any British kingdom that will hire them.;;;;;;;;;;;;;x
EVTOPTA3121103;Dumnonia owes them much.;;;;;;;;;;;;;x
EVTNAME312112;Arthur, the Imperator;;;;;;;;;;;;;x
EVTDESC312112;A wave of cheers and shouts ring through the crowds of [Root.Location.GetName] as your vassals acclaim you as the true ruler of Dumnonia. Though you shun the title of King that your father and nephew once held, your vassals still quietly call you one, and your closest entourage see fit to view you as Imperator of southern Britain, a worthy successor to the glory of Romans before you.;;;;;;;;;;;;;x
EVTOPTA312112;There are some who still view Mordred as King, though.;;;;;;;;;;;;;x
EVTNAME312115;The Decline of Dumnonia;;;;;;;;;;;;;x
EVTDESC312115_uther_death;King Uther of Dumnonia has died, bringing his long and prosperous reign to a close. The former High King led the Britons against the advance of the Anglo-Saxons and greatly expanded his kingdom to the east, subjugating the heirs of the Atrebates, Belgae, and Dobunni, and bringing hope to the beleagured land once more.\n\nHis death without an heir, however, has left the kingdom divided, and its future uncertain. Already the lords of the east have begun to reassert their sovereignty, claiming that their oaths of fealty were to Uther and Uther only. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_arthur_death;Arthur Pendragon, King of Dumnonia and the hero of the Britons, is dead. Seen by many as Britannia's best hope against the Saxons, the bastard son of Uther struggled against a myriad of external enemies and his own personal troubles to preserve the realm his father had fought hard to build.\n\nWith the great king's final breath, however, the kingdom has been left divided, and its future uncertain. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_mordred_death;Mordred, King of Dumnonia, is dead. Ascending the throne from a young age after the untimely demise of his father, his early reign was marked by infighting between those who supported and resented Arthur's influence over the regency and the constant invasions of the Saxons.\n\nStill, many respected Mordred's position as Uther's only legitimate heir, and the kingdom managed to hold itself together throughout his reign. Now, the kingdom has been left divided, and its future uncertain. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_generic_death;[Root.GetFirstName], [Root.GetKingQueen] of Dumnonia, has died. As the [Root.GetSonDaughter] of the great king Uther, [Root.GetSheHe] fought hard against internal divisions and the invasions of the Saxons to preserve [Root.GetHerHis] father's kingdom. \n\nWith [Root.GetFirstName]'s demise and the fading of Uther's legacy, the kingdom has been left divided, and its future uncertain. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_uther_deposed;King Uther of Dumnonia has been cast from his throne, bringing his long and prosperous reign to a close. The former High King led the Britons against the advance of the Anglo-Saxons and greatly expanded his kingdom to the east, subjugating the heirs of the Atrebates, Belgae, and Dobunni, and bringing hope to the beleagured land once more.\n\nUther's deposition, however, has left the kingdom in chaos. Already the lords of the east have begun to reassert their sovereignty, claiming that their oaths of fealty were to Uther and Uther only. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_arthur_deposed;The great hero of the Britons, Arthur Pendragon, has been deposed from his throne. Seen by many as Britannia's best hope against the Saxons, the bastard son of Uther struggled against a myriad of external enemies and his own personal troubles to preserve the realm his father had fought hard to build.\n\nThe downfall of Arthur, however, has left the kingdom in chaos. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_mordred_deposed;His hold on power never fully certain, King Mordred of Dumnonia has been deposed. Ascending the throne from a young age after the untimely demise of his father, his early reign was marked by infighting between those who supported and resented Arthur's influence over the regency and the constant invasions of hte Saxons.\n\nStill, many respected Mordred's position as Uther's only legitimate heir. Now, the kingdom has been left in chaos, with its future uncertain. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTDESC312115_generic_deposed;[Root.GetFirstName], [Root.GetKingQueen] of Dumnonia, has been unseated from his throne. As the [Root.GetSonDaughter] of the great king Uther, [Root.GetSheHe] fought hard against internal divisions and the invasions of the Saxons to preserve [Root.GetHerHis] father's kingdom. \n\nWith [Root.GetFirstName]'s demise and the fading of Uther's legacy, the kingdom has been left divided, and its future uncertain. Already the lords of the east have begun to reassert their sovereignty, asserting that their oaths of fealty were only to Uther and his immediate heirs. Will the new untested king be able to hold the kingdom together, or will the south of Britannia fragment once more?;;;;;;;;;;;;;x
EVTOPTA312115;Dumnonia must prevail!;;;;;;;;;;;;;x
EVTOPTB312115;Will we have our freedom again?;;;;;;;;;;;;;x
EVTOPTC312115;Who will hold back the barbarians now?;;;;;;;;;;;;;x
EVTOPTD312115;Nobody can stop us now!;;;;;;;;;;;;;x
EVTOPTE312115;This is interesting news...;;;;;;;;;;;;;x
EVTNAME312118;Death of Arthur;;;;;;;;;;;;;x
EVTDESC312118;Arthur Pendragon, King of Dumnonia and the High King of the Britons, is dead. Seen by many as Britannia's best hope against the Saxons, the bastard son of Uther struggled against a myriad of external enemies and his own personal troubles to preserve the realm his father had fought hard to build, finally managing to unite the Britons under his banner to present a unified resistance against hte Germanic invaders.\n\nArthur's death spells the end of an era for the Britons. Will anybody be able to live up to the great King's legacy? Or will the Britons be doomed to a future of infighting, defeat, and subjugation, as the Anglo-Saxons seek to expand their realms once more?;;;;;;;;;;;;;x
EVTOPTA312118;I will make Arthur proud!;;;;;;;;;;;;;x
EVTOPTB312118;A great man and hero is dead.;;;;;;;;;;;;;x
EVTOPTC312118;The age of the Britons is over!;;;;;;;;;;;;;x
EVTOPTD312118;This is interesting news...;;;;;;;;;;;;;x
EVTDESC312130;As regent, most of Dumnonia supports you, but not all. The right marriage will shore up your position at court, and especially among the other kings who still eye Dumnonia for themselves. Princess Ceinwyn, the Star of Powys, is the logical choice, cementing an alliance with Gorfyddyd, the powerful King of Powys. But Princess Guinevere of the lost kingdom, Henis Wyren, radiates an aura of destiny. She will marry a great man, and thinks you are one, despite your bastardry. Will you put the interests of Dumnonia aside, for a woman who sets your heart aflame?;;;;;;;;;;;;;x
EVTOPTA312130;I love the brilliant, bewitching Guinevere. She must be my bride.;;;;;;;;;;;;;x
EVTOPTB312130;I can suffer the beautiful and kind Ceinwyn, for Britannia.;;;;;;;;;;;;;x
EVTOPTB312130_TOOLTIP;§Y[This.GetTitledName]§! and §Y[Root.Liege.GetTitledName]§! sign a non-aggression pact.;;;;;;;;;;;;;x
EVTDESC312131;In a surprising move, the famed warrior Arthur, [Root.GetArthurTitle], has announced his marriage to your courtier Guinevere, daughter of the dispossessed King Leodegan of Henis Wyren. Apparently, he spurned many other more wealthy and connected princesses for this choice, so great was his his love and yearning for Guinevere.;;;;;;;;;;;;;x
EVTDESC312131_1;The great Arthur might be unparalleled among men, but he has never faced a woman like yourself versed in the ways of romance and seduction. Indeed, a smile here, a wink there, and now Arthur is practically begging you to marry him.;;;;;;;;;;;;;x
EVTOPTA312131;My blessings to the newlyweds, I suppose.;;;;;;;;;;;;;x
EVTOPTA312131_1;I see greatness in Arthur. We will share it together.;;;;;;;;;;;;;x
EVTOPTB312131;He lacks in ambition. I can do better.;;;;;;;;;;;;;x
EVTDESC312132;You have tried everything you can think of, made every tearful plea your mouth will produce, but still the beautiful Guinevere resolutely refuses to take your hand in marriage. It seems that despite all she has done to attract your attention and pull at your heart, she has simply lost interest in you.;;;;;;;;;;;;;x
EVTOPTA312132;But... but why?;;;;;;;;;;;;;x
EVTDESC312133;You were shocked when Ceinwyn ran off and disappeared at her wedding - you had always known that she was stubborn, but not that she was capable of something like this! Now, you have heard that she has eloped with Derfel Cadarn, one of Arthur's soldiers in Dumnonia, pledging to never formally marry but to live with him as husband and wife.;;;;;;;;;;;;;x
EVTDESC312133_1;From the moment you first saw Derfel Cadarn you knew you two were meant to be together. Your father may have had other plans for you, but no matter - all it took was a bit of running off to elope with your love. A princess can't exactly marry a lowly soldier, but that doesn't mean you can't still spend the rest of your life with him...;;;;;;;;;;;;;x
EVTOPTA312133;Well, that was a surprise.;;;;;;;;;;;;;x
EVTOPTA312133_1;We will be together for all time.;;;;;;;;;;;;;x
EVTOPTA312133_2;She did what?!? How could my Ceinwyn do this?!?;;;;;;;;;;;;;x
EVTDESC312134;You always did know that your courtier Derfel was in love with Ceinwyn, the Princess of Powys, but never did you think anything would come of it. So you were very surprised when she suddenly appeared in your court without warning with Derfel, and even more so when word got to you they had apparently pledged to spend the rest of their lives together.;;;;;;;;;;;;;x
EVTDESC312134_1;You were in love the moment you laid your eyes on her, but you knew that a lowly soldier like you never had a chance with the brilliant Ceinwyn, the Star of Powys. Yet you never gave up hope, and apparently Ceinwyn thought the same... and now she has run off to elope with you, pledging to be at your side forever.;;;;;;;;;;;;;x
EVTOPTA312134;A fine catch, Derfel. I am impressed.;;;;;;;;;;;;;x
EVTOPTA312134_1;You... you really did it!;;;;;;;;;;;;;x
EVTDESC312136;A diplomat from Arthur, [Root.GetArthurTitle] and hero of the Britons, has arrived in your court asking for the hand in marriage of your [GetFromRelation] Ceinwyn, Princess of Powys. He offers an alliance between the two leading kingdoms of Britannia to fight against the Saxons together, and promises to treat her with the utmost love and respect deserving of a princess.;;;;;;;;;;;;;x
EVTDESC312136_1;A diplomat from Arthur, [Root.GetArthurTitle] and hero of the Britons, has arrived in your court asking for your hand in marriage, wishing to cement an alliance between Powys and Dumnonia against the Saxons. While he isn't quite the man that you truly love in your heart, his honour and integrity is second to none and you know that he can truly be trusted.;;;;;;;;;;;;;x
EVTOPTA312136;A worthy husband for my Star.;;;;;;;;;;;;;x
EVTOPTA312136_TOOLTIP;§Y[This.GetTitledName]§! and §Y[Root.GetTitledName]§! sign a non-aggression pact.;;;;;;;;;;;;;x
EVTOPTA312136_1;I suppose I could do much worse than Arthur.;;;;;;;;;;;;;x
EVTOPTB312136;No. He's just not the right man.;;;;;;;;;;;;;x
EVTDESC312137;Your regent, Arthur, has announced his marriage to Ceinwyn, the Princess of Powys, sealing an alliance between Dumnonia and [From.PrimaryTitle.GetName]. Arthur and [From.GetTitledFirstName] have expressed their hope that this new alliance between the two former rivals will enable the Britons to form a united front against the Saxons.;;;;;;;;;;;;;x
EVTOPTA312137;But is the alliance with me, or with Arthur?;;;;;;;;;;;;;x
EVTOPTA312137_TOOLTIP;§Y[From.GetTitledName]§! and §Y[Root.GetTitledName]§! sign a non-aggression pact.;;;;;;;;;;;;;x
EVTDESC312138;You were somewhat surprised to receive a polite, but firm, statement from [From.GetBestName] refusing your offer of a marriage alliance. Apparently, [From.GetSheHe] has 'other plans'.;;;;;;;;;;;;;x
EVTOPTA312138;A pity. It would have brought peace to Britannia.;;;;;;;;;;;;;x
EVTDESC312139;During a visit to your court, Lancelot, [Root.GetLancelotStatus], seems to have been quickly enamoured with your courtier Guinevere, daughter of the dispossessed King Leodegan of Henis Wyren. Somewhat to your surprise, the proud and haughty princess seems to have been quite receptive, and after spending a number of days courting each other the two have announced their marriage.;;;;;;;;;;;;;x
EVTDESC312139_1;You were somewhat disappointed when Arthur married Ceinwyn - despite clearly having shown interest in you - but that all disappeared when you met Lancelot, [Root.GetLancelotStatus]. He may not quite be Arthur's equal and his claims of greateness are slightly suspect, but his ambition and haughty disposition definitely makes up for it.;;;;;;;;;;;;;x
EVTOPTA312139;Good for them.;;;;;;;;;;;;;x
EVTOPTA312139_1;Together, we will rule Britannia...;;;;;;;;;;;;;x
EVTDESC312173;You didn't really think he would ever find a woman he deemed worthy enough to marry him, but while on a visit to the court of [From.PrimaryTitle.GetName], your [GetFromRelation] Lancelot seems to have fallen in love with Guinevere, daughter of the dispossessed King Leodegan of Henis Wyren. It seems that the feeling was mutual, and now the two have now announced their marriage to each other.;;;;;;;;;;;;;x
EVTDESC312173_1;While visiting the court of [From.PrimaryTitle.GetName], a beautiful woman catches your eye. She introduces herself as Guinevere, princess of Henis Wyren, and smiles at you, saying that she has been waiting a long time for a man as great and ambitious as you. She emits an aura of beauty, passion, and ambition, and immediately you know you are meant for each other.;;;;;;;;;;;;;x
EVTOPTA312173;Congratulations, I suppose.;;;;;;;;;;;;;x
EVTOPTA312173_1;Marry me, Guinevere.;;;;;;;;;;;;;x
EVTDESC312175;Since Arthur's marriage you have noticed that your [GetFromRelation] Derfel being more sullen than usual, seemingly heartbroken. While you're not quite sure why he has become like this, he seems to be consoling himself in the company of his old friend Nimue, and two have become increasingly close over the last few days.;;;;;;;;;;;;;x
EVTDESC312175_1;Watching Ceinwyn get married was painful, but you consoled yourself in the knowledge that she would be well cared for in Arthur's hands. As you mourn the loss of your secret love, you find yourself spending more and more time with your old friend Nimue... perhaps she is the one who is truly meant for you?;;;;;;;;;;;;;x
EVTOPTA312175;Good for him, I guess.;;;;;;;;;;;;;x
EVTOPTA312175_1;I do think we should be together more...;;;;;;;;;;;;;x
EVTDESC312176;Recently you have noticed your courtier Nimue spending more and more time in the company of [FromFrom.GetBestName]. While you know that they have been friends since childhood, it seems that the two have become rather close as of late, perhaps more than just friends...;;;;;;;;;;;;;x
EVTDESC312176_1;Recently your friend Derfel has been spending more and more time with you, heartbroken over Ceinwyn's marriage to Arthur. While you have known each other since you were little in Merlin's tower, you and Derfel are no longer children, and as you get close to him you can feel something more stirring within you...;;;;;;;;;;;;;x
EVTOPTA312176;Well, good for them.;;;;;;;;;;;;;x
EVTOPTA312176_1;Let us be together under the Gods, Derfel...;;;;;;;;;;;;;x
EVTNAME311187;Married to a Macsen daughter;;;;;;;;;;;;;x
EVTDESC311187;My wife is a direct female descendant of the great Imperator, Magnus Maximus, once ruler of all of Britain and Gaul. Through her, I can legitimise my own claim to this land.;;;;;;;;;;;;;x
EVTOPTA311187;Excellent;;;;;;;;;;;;;x
##### BRITANNIA HIGH KINGSHIP EVENTS #####
EVTDESC302900;To the great and most loyal [Root.GetTitledName],\n\nA province divided against itself will never stand in this dark and dangerous world. For the surival of our civilization, it is essential that a single central authority be established for all of Britannia. I trust that you understand why this is necessary.\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302900;Very well then. We shall place our faith in you.;;;;;;;;;;;;;x
EVTOPTA302900TT;If [From.GetTitledName] successfully claims the Imperial crown:;;;;;;;;;;;;;x
EVTOPTB302900;This is going too far! We will not suffer the Roman yoke again!;;;;;;;;;;;;;x
EVTOPTB302900TT;Fight for your independence along with the other rebelling Subject Kingdoms. If victorious, [Root.GetTitledFirstName] will be forced to relinquish the High Kingship for good, and will never be allowed to reclaim it. If defeated, you will be forced to relinquish any royal titles and become a vassal of [Root.GetTitledFirstName]'s new Imperium Britanniarum.;;;;;;;;;;;;;x
EVTDESC302901;To the [GetRootFromCompliment] [Root.GetTitledFirstName],\n\nWhile it saddens me to accept your difficult demands, I understand the need for this in these trying times. I place my trust in your skill and wisdom and hope that you will be able to lead our island to a brighter future.\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302901;Excellent.;;;;;;;;;;;;;x
EVTDESC302902;To the [GetFromRootInsult] [Root.GetTitledFirstName],\n\nYour 'proposal' is nothing more than a selfish power grab to claim the Imperial crown, then march on Gaul and abandon Britannia to its fate once more. The likes of you will never hold power in this proud land again!\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302902;Then war it shall be!;;;;;;;;;;;;;x
EVTNAME302906;Imperium Britanniarum;;;;;;;;;;;;;x
EVTDESC302906;Many assumed that Roman rule in Britannia was over after the withdrawal of the legions and the fragmentation of the island after the expulsion of Roman magistrates in 409. However, against all odds [Root.GetFullName] has managed to defeat [Root.GetHerHis] rivals and unite most of the former province under [Root.GetHerHis] rule to proclaim himself Imperator in the new Imperial palace of [Root.Capital.GetName].\n\nThe new Imperator has vowed to restore order and prosperity to the island and has already hinted at designs to restore order in the increasingly chaotic Gallic provinces. Will this new emperor be able to defeat the barbarian hordes and restore the old Imperial order over the West?;;;;;;;;;;;;;x
EVTOPTA302906;Britannia shall not fall! Long live the empire!;;;;;;;;;;;;;x
EVTOPTA302906_tooltip;All rebels have their §YKingdom§! and §YHigh Kingdom§! tier titles forfeit.;;;;;;;;;;;;;x
EVTOPTB302906;And the Roman yoke returns once more.;;;;;;;;;;;;;x
EVTOPTB302906_tooltip;All §YKingdom§! and §YHigh Kingdom§! tier titles are forfeit.;;;;;;;;;;;;;x
EVTOPTC302906;Let us hope that [Root.GetSheHe] lives up to [Root.GetHerHis] promises.;;;;;;;;;;;;;x
EVTOPTD302906;Long live the empire!;;;;;;;;;;;;;x
EVTOPTE302906;Long live the empire?;;;;;;;;;;;;;x
EVTOPTF302906;And another usurper rises.;;;;;;;;;;;;;x
EVTOPTG302906;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302910;Formalization of the High Kingship;;;;;;;;;;;;;x
EVTDESC302910;The concept of a High King ruling over all of Britannia is deeply entrenched, but the need for a king to prove himself before even attempting to be recognized has long prevented any sort of continuity from being established. However, over the last many decades, many of the [Root.GetOnlyDynastyName] dynasty have managed to claim the High Kingship, and now [Root.GetOnlyDynastyName] scions are increasingly seen as natural candidates for the High Kingship. \n\nNow, [Root.GetTitledName] has issued a decree forbidding the vacancy of the throne of Britannia, and has forced all the other kings to swear fealty to [Root.GetHerHis] heir as the next High King. Time will tell if the High King's authority survives [Root.GetTitledName]'s passing, but the fragmented Brythonic kingdoms have taken their first tentative step towards a unified state.;;;;;;;;;;;;;x
EVTOPTA302910;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302910;They have much more to do to prove themselves...;;;;;;;;;;;;;x
EVTOPTC302910;This is interesting news...;;;;;;;;;;;;;x
EVTNAME302915;The Royal Mint of Britannia;;;;;;;;;;;;;x
EVTDESC302915;In an effort to revive economic and trade links depressed since the end of Roman rule in Britain, [Root.GetTitledName] has announced the establishment of a new mint in [Root.GetHerHis] capital of [Root.Capital.GetName], minting coins in the name of the High King to be issued across the island.\n\nTo fund the workings of the mint - also doubling as a confederal treasury - the other subject kings have also agreed to contribute a part of their income, with the understanding that the return of a steady supply of coinage to Britannia will bring back a degree of prosperity largely lacking since the end of Roman rule across the entire island.;;;;;;;;;;;;;x
EVTOPTA302915;For the good of Britannia.;;;;;;;;;;;;;x
EVTOPTB302915;This had better be worth it.;;;;;;;;;;;;;x
EVTOPTC302915;This is interesting news...;;;;;;;;;;;;;x
EVTDESC302921;To the great and most loyal [Root.GetTitledName],\n\nI have asked the High Council of Britannia to consider a significant strengthening of its powers over each of the individual kingdoms. I trust that you understand why a strong central authority to resist the Saxon threat is necessary.\n\nSigned, [From.GetTitledName];;;;;;;;;;;;;x
EVTOPTA302921;Very well then. The Council will have its say.;;;;;;;;;;;;;x
EVTOPTA302921TT;If [From.GetTitledName] is successful in passing the decree:;;;;;;;;;;;;;x
