#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
temple_kingdom_of_britannic_pagan;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_britannic_pagan;Great Mother;;;;;;;;;;;;;x
temple_empire_britannic_pagan;Nation;Peuple;;;;;;;;;;;;x
temple_empire_of_britannic_pagan;Nation of;Peuple de;;;;;;;;;;;;x
# traits ;;;;;;;;;;;;;;x
dryad;Dryad;;;;;;;;;;;;;x
dryad_desc;This character is a dryad, a Britannic priestess. Dryads are highly educated women and are expected to conduct themselves honorably. They are also expected to have at least one child in their lifetime, so Celibacy and Chastity are frowned upon.;;;;;;;;;;;;;x
bad_dryad;Wicked Dryad;;;;;;;;;;;;;x
bad_dryad_desc;This Dryad has conducted herself in ways unbecoming of her station. She is an embarassment to Britannic teachings and other Dryads will be reluctant to deal with her.;;;;;;;;;;;;;x
morrigan;Morrigan;;;;;;;;;;;;;x
morrigan_desc;This character is a Morrigan, a veteran of a Britannic Great Holy War.;;;;;;;;;;;;;x
sych;Sych;;;;;;;;;;;;;x
sych_desc;Britannics that never received a Tumtha are known as Sych, or "dry". They will always have difficult relations with other Britannics, especially the church.;;;;;;;;;;;;;x
child_of_dryad;Child of a Dryad;;;;;;;;;;;;;x
child_of_dryad_desc;As a child of a Dryad, this character is considered blessed by the Britannic Church.;;;;;;;;;;;;;x
britannic_leader;Lancer;;;;;;;;;;;;;x
britannic_leader_desc;This character is a skilled leader of cavalry and flat terrain.;;;;;;;;;;;;;x
# decisions ;;;;;;;;;;;;;;x
establish_arch_dryad;Establish the Arch-Dryad;;;;;;;;;;;;;x
establish_arch_dryad_desc;Hold a Church Council to establish an Arch-Dryad as the head of the Britannic Church.;;;;;;;;;;;;;x
enough_dryads_for_council_tt;Must have at least 16 Dryads to hold a Church Council;;;;;;;;;;;;;x
hold_imbolg;Hold an Imbolg;;;;;;;;;;;;;x
hold_imbolg_desc;Hold an Imbolg, a fertility festival dedicated largely to Saint Brigid.;;;;;;;;;;;;;x
hold_tumoidechais;Request Tumoidechais;;;;;;;;;;;;;x
hold_tumoidechais_named;Request Tumtha from [Root.GetFirstName];;;;;;;;;;;;;x
hold_tumoidechais_desc;Request that [Root.GetTitledFirstName] officiate a Tumoidechais for a child in your court. Any child who does not have a Tumoidechais by the age of 3 will be known as Sych.;;;;;;;;;;;;;x
tumoidechais_tt;[Root.GetFirstName] gets your request.;;;;;;;;;;;;;x
has_access_to_the_sea_tt;Has access to the sea via counties in the same realm.;;;;;;;;;;;;;x
has_direct_access_to_the_sea_tt;Has a coastal province.;;;;;;;;;;;;;x
placate_archdryad;Placate the Arch-Dryad;;;;;;;;;;;;;x
placate_archdryad_desc;By making a large donation to the church, as a symbol of support and submition to the Arch-Dryad, we can be sure she will not attempt to interfere in our affairs for 10 years.;;;;;;;;;;;;;x
placate_archdryad.tt;The Arch-Dryad receives your donation.;;;;;;;;;;;;;x
### other stuff ;;;;;;;;;;;;;;x
CIRCLE_OF_DRYADS;Circle of Dryads;;;;;;;;;;;;;x
nick_flowing_mane;of the Flowing Mane;;;;;;;;;;;;;x
relief_effort;Relief Effort;;;;;;;;;;;;;x
relief_effort_desc;This province has volunteers and clergy providing relief to the locals from an outbreak of disease.;;;;;;;;;;;;;x
good_tumtha;Good Tumtha;;;;;;;;;;;;;x
good_tumtha_desc;This character experienced a good, if uneventful, Tumoidechais.;;;;;;;;;;;;;x
bad_tumtha;Bad Tumtha;;;;;;;;;;;;;x
bad_tumtha_desc;This character's Tumoidechais was plagued with storms, a sign of Britannia's disfavor.;;;;;;;;;;;;;x
holding_imbolg;Holding Imbolg;;;;;;;;;;;;;x
holding_imbolg_desc;This character is currently holding Imbolg, a Britannic fertility festival.;;;;;;;;;;;;;x
imbolg_timer;Imbolg Timer;;;;;;;;;;;;;x
borrowed_from_d_saint_boudicca;Borrowed from the Knights of Saint Boudicca;;;;;;;;;;;;;x
expelled_d_saint_boudicca;Expelled the Knights of Saint Boudicca;;;;;;;;;;;;;x
