tribal_duke_saxon;Aldariman;;;;;;;;;;;;;x
tribal_duke_jute;Ealdormann;;;;;;;;;;;;;x
duke_female_anglosaxon;Ides;;;;;;;;;;;;;x
duke_female_angle;Ides;;;;;;;;;;;;;x
duke_female_oldsaxon;Ides;;;;;;;;;;;;;x
duke_female_saxon;Idis;;;;;;;;;;;;;x
duke_female_jute;Ides;;;;;;;;;;;;;x
duke_female_oldfrisian;Ides;;;;;;;;;;;;;x
duke_female_frisian;Idis;;;;;;;;;;;;;x
tribal_duke_female_anglosaxon;Ides;;;;;;;;;;;;;x
tribal_duke_female_angle;Ides;;;;;;;;;;;;;x
tribal_duke_female_oldsaxon;Ides;;;;;;;;;;;;;x
tribal_duke_female_saxon;Idis;;;;;;;;;;;;;x
tribal_duke_female_jute;Ides;;;;;;;;;;;;;x
tribal_duke_female_oldfrisian;Ides;;;;;;;;;;;;;x
tribal_duke_female_frisian;Idis;;;;;;;;;;;;;x
duke_dane;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
duke_proto_norse;Erilar;Erilar;Erilar;;Erilar;;;;;;;;;x
tribal_duke_dane;Jarl;Jarl;Jarl;;Jarl;;;;;;;;;x
tribal_duke_proto_norse;Erilar;Erilar;Erilar;;Erilar;;;;;;;;;x
duke_oldfrankish;Count;;;;;;;;;;;;;x
duke_french;Count;;;;;;;;;;;;;x
duke_franconian;Count;;;;;;;;;;;;;x
duke_dutch;Count;;;;;;;;;;;;;x
duke_frankish;Count;;;;;;;;;;;;;x
tribal_duke_oldfrankish;High Chief;;;;;;;;;;;;;x
tribal_duke_french;High Chief;;;;;;;;;;;;;x
tribal_duke_franconian;High Chief;;;;;;;;;;;;;x
tribal_duke_dutch;High Chief;;;;;;;;;;;;;x
tribal_duke_frankish;High Chief;;;;;;;;;;;;;x
duke_germanic_pagan;;;;;;;;;;;;;x
duke_germanic_pagan_reformed;;;;;;;;;;;;;x
vice_royalty_duke_anglosaxon;Ealdormann;;;;;;;;;;;;;x
vice_royalty_duke_angle;Ealdormann;;;;;;;;;;;;;x
vice_royalty_duke_oldsaxon;Ealdormann;;;;;;;;;;;;;x
vice_royalty_duke_saxon;Aldariman;;;;;;;;;;;;;x
vice_royalty_duke_jute;Ealdormann;;;;;;;;;;;;;x
vice_royalty_duke_oldfrisian;Ealdormann;;;;;;;;;;;;;x
vice_royalty_duke_frisian;Aldarman;;;;;;;;;;;;;x
duke;High Lord;;;;;;;;;;;;;x
duke_female;High Lady;;;;;;;;;;;;;x
duchy_of;High Lordship of;;;;;;;;;;;;;x
duchy_of_anglosaxon;Ealdormanry of;;;;;;;;;;;;;x
duchy_of_angle;Ealdormanry of;;;;;;;;;;;;;x
duchy_of_oldsaxon;Ealdormanry of;;;;;;;;;;;;;x
duchy_of_saxon;Aldarimanry of;;;;;;;;;;;;;x
duchy_of_jute;Ealdormanry of;;;;;;;;;;;;;x
duchy_of_oldfrisian;Ealdormanry of;;;;;;;;;;;;;x
duchy_of_frisian;Aldarmanry of;;;;;;;;;;;;;x
duchy_of_dane;Jarldom of;;;;;;;;;;;;;x
duchy_of_proto_norse;Jarldom of;;;;;;;;;;;;;x
duchy_of_imperiale;Civitas of;;;;;;;;;;;;;x
duchy_of_pictish;High Chiefdom of;;;;;;;;;;;;;x
duchy_of_gaelic;High Chiefdom of;;;;;;;;;;;;;x
#duchy_of_oldirish;High Chiefdom of;;;;;;;;;;;;;x
duchy_of_cumbrian;High Lordship of;;;;;;;;;;;;;x
duchy_of_oldfrankish;County of;;;;;;;;;;;;;x
duchy_of_french;County of;;;;;;;;;;;;;x
duchy_of_franconian;County of;;;;;;;;;;;;;x
duchy_of_dutch;County of;;;;;;;;;;;;;x
duchy_of_frankish;County of;;;;;;;;;;;;;x
#duchy_of_visigoth;High March of;;;;;;;;;;;;;x
vice_royalty_duchy_of_anglosaxon;Ealdormanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_angle;Ealdormanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_oldsaxon;Ealdormanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_saxon;Aldarimanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_jute;Ealdormanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_oldfrisian;Ealdormanry;;;;;;;;;;;;;x
vice_royalty_duchy_of_frisian;Aldarmanry;;;;;;;;;;;;;x
duchies;High Lordships;;;;;;;;;;;;;x
duchy;High Lordship;;;;;;;;;;;;;;x
tribal_duchy_of;;;;;;;;;;;;;;x
tribal_duchy_of_anglosaxon;Ealdormanry of;;;;;;;;;;;;;x
tribal_duchy_of_angle;Ealdormanry of;;;;;;;;;;;;;x
tribal_duchy_of_oldsaxon;Ealdormanry of;;;;;;;;;;;;;x
tribal_duchy_of_saxon;Aldarimanry of;;;;;;;;;;;;;x
tribal_duchy_of_jute;Ealdormanry of;;;;;;;;;;;;;x
tribal_duchy_of_oldfrisian;Ealdormanry of;;;;;;;;;;;;;x
tribal_duchy_of_frisian;Aldarmanry of;;;;;;;;;;;;;x
tribal_duchy_of_dane;Jarldom of;;;;;;;;;;;;;x
tribal_duchy_of_proto_norse;Jarldom of;;;;;;;;;;;;;x
tribal_duchy;;;;;;;;;;;;;;x
duchy_oldirish;Cenél;;;;;;;;;;;;;x
duchy_gaelic;Cenél;;;;;;;;;;;;;x
tribal_duchy_oldirish;Cenél;;;;;;;;;;;;;x
tribal_duchy_gaelic;Cenél;;;;;;;;;;;;;x
MARCH_OF;March of;;;;;;;;;;;;;x
MARGRAVE;Margrave;;;;;;;;;;;;;x
MARGRAVINE;Margravine;;;;;;;;;;;;;x
COUNTY_OF_GAUL;County of;;;;;;;;;;;;;x
tribal_COUNTY_OF_GAUL;High Chiefdom of;;;;;;;;;;;;;x
DUCHY_OF_GAUL;Duchy of;;;;;;;;;;;;;x
DUKE_GAUL;Duke;;;;;;;;;;;;;x
DUCHESS_GAUL;Duchess;;;;;;;;;;;;;x
HIGH_CHIEFDOM_OF;High Chiefdom of;;;;;;;;;;;;;x
EORLDOM_OF;Eorldom of;;;;;;;;;;;;;x
DANE_JARLDOM_OF;Danish Jarldom of;;;;;;;;;;;;;x
DANE_CHIEFDOM_OF;Chiefdom of;;;;;;;;;;;;;x
CENEL_OF;Cenél of;;;;;;;;;;;;;x
CENEL_OF_oldirish;Cenél of;;;;;;;;;;;;;x
CENEL_OF_gaelic;Cenél of;;;;;;;;;;;;;x
CENEL_OF_christian;Cenél of;;;;;;;;;;;;;x
BRITISH_CHIEFDOM;High Chiefdom of;;;;;;;;;;;;;x
BRITISH_PRINCIPALITY;Principality of;;;;;;;;;;;;;x
BRITISH_PRINCIPALITY_imperiale;Civitas of;;;;;;;;;;;;;x
CIVITAS_OF;Civitas of;;;;;;;;;;;;;x
PRAEFECTURE_OF_armorican;High Lordship of;;;;;;;;;;;;;x
PRAEFECTURE_OF_breton;High Lordship of;;;;;;;;;;;;;x
PRAEFECTURE_OF_oldfrankish;High March of;;;;;;;;;;;;;x
PRAEFECTURE_OF_french;High March of;;;;;;;;;;;;;x
PRAEFECTURE_OF_franconian;High March of;;;;;;;;;;;;;x
PRAEFECTURE_OF_dutch;High March of;;;;;;;;;;;;;x
PRAEFECTURE_OF_frankish;High March of;;;;;;;;;;;;;x
count;Lord;;;;;;;;;;;;;x
count_female;Lady;;;;;;;;;;;;;x
count_briton;Lord;;;;;;;;;;;;;x
count_armorican;Lord;;;;;;;;;;;;;x
count_breton;Lord;;;;;;;;;;;;;x
count_cumbrian;Lord;;;;;;;;;;;;;x
count_anglosaxon;Walda;;;;;;;;;;;;;x
count_angle;Walda;;;;;;;;;;;;;x
count_oldsaxon;Walda;;;;;;;;;;;;;x
count_saxon;Walda;;;;;;;;;;;;;x
count_jute;Walda;;;;;;;;;;;;;x
count_oldfrisian;Walda;;;;;;;;;;;;;x
count_frisian;Walda;;;;;;;;;;;;;x
tribal_count_anglosaxon;Walda;;;;;;;;;;;;;x
tribal_count_angle;Walda;;;;;;;;;;;;;x
tribal_count_oldsaxon;Walda;;;;;;;;;;;;;x
tribal_count_saxon;Walda;;;;;;;;;;;;;x
tribal_count_jute;Walda;;;;;;;;;;;;;x
tribal_count_oldfrisian;Walda;;;;;;;;;;;;;x
tribal_count_frisian;Walda;;;;;;;;;;;;;x
count_dane;Lendman;;;;;;;;;;;;;x
count_proto_norse;Lendman;;;;;;;;;;;;;x
tribal_count_dane;Lendman;;;;;;;;;;;;;x
tribal_count_proto_norse;Lendman;;;;;;;;;;;;;x
count_pictish;Chief;;;;;;;;;;;;;x
count_gaelic;Chief;;;;;;;;;;;;;x
count_oldirish;Lord;;;;;;;;;;;;;x
count_roman;Dominus;;;;;;;;;;;;;x
count_female_imperiale;Domina;;;;;;;;;;;;;x
counties;Provinces;;;;;;;;;;;;;x
county_of;Lordship of;;;;;;;;;;;;;x
county_of_anglosaxon;Scir of;;;;;;;;;;;;;x
county_of_angle;Scir of;;;;;;;;;;;;;x
county_of_oldsaxon;Scir of;;;;;;;;;;;;;x
county_of_saxon;Skir of;;;;;;;;;;;;;x
county_of_jute;Scir of;;;;;;;;;;;;;x
county_of_oldfrisian;Scir of;;;;;;;;;;;;;x
county_of_frisian;Skir of;;;;;;;;;;;;;x
tribal_county_of_anglosaxon;Scir of;;;;;;;;;;;;;x
tribal_county_of_angle;Scir of;;;;;;;;;;;;;x
tribal_county_of_oldsaxon;Scir of;;;;;;;;;;;;;x
tribal_county_of_saxon;Skir of;;;;;;;;;;;;;x
tribal_county_of_jute;Scir of;;;;;;;;;;;;;x
tribal_county_of_oldfrisian;Scir of;;;;;;;;;;;;;x
tribal_county_of_frisian;Skir of;;;;;;;;;;;;;x
county_of_dane;Fylki of;;;;;;;;;;;;;x
county_of_proto_norse;Fulka of;;;;;;;;;;;;;x
tribal_county_of_dane;Fylki of;;;;;;;;;;;;;x
tribal_county_of_proto_norse;Fulki of;;;;;;;;;;;;;x
county_of_imperiale;Pagus of;;;;;;;;;;;;;x
county_of_pictish;Glen of;;;;;;;;;;;;;x
tribal_county_of_pictish;Glen of;;;;;;;;;;;;;x
county_of_gaelic;Túath of;;;;;;;;;;;;;x
tribal_county_of_gaelic;Túath of;;;;;;;;;;;;;x
county_of_oldirish;Túath of;;;;;;;;;;;;;x
tribal_county_of_oldirish;Túath of;;;;;;;;;;;;;x
county_of_oldfrankish;Gowe of;;;;;;;;;;;;;x
county_of_french;Gowe of;;;;;;;;;;;;;x
county_of_franconian;Gowe of;;;;;;;;;;;;;x
county_of_dutch;Gowe of;;;;;;;;;;;;;x
county_of_frankish;Gowe of;;;;;;;;;;;;;x
baron;Lord;;;;;;;;;;;;;x
baron_female;Lady;;;;;;;;;;;;;x
baron_anglosaxon;Þegn;;;;;;;;;;;;;x
baron_angle;Þegn;;;;;;;;;;;;;x
baron_oldsaxon;Þegn;;;;;;;;;;;;;x
baron_saxon;Þegan;;;;;;;;;;;;;x
baron_jute;Þegn;;;;;;;;;;;;;x
baron_oldfrisian;Þegn;;;;;;;;;;;;;x
baron_frisian;Þegan;;;;;;;;;;;;;x
baron_dane;Þegn;;;;;;;;;;;;;x
baron_proto_norse;Þegnar;;;;;;;;;;;;;x
baron_briton;Lord;;;;;;;;;;;;;x
baron_cumbrian;Lord;;;;;;;;;;;;;x
baron_pictish;Chieftain;;;;;;;;;;;;;x
baron_gaelic;Chieftain;;;;;;;;;;;;;x
baron_roman;Dominus;;;;;;;;;;;;;x
baron_pagan_group;;;;;;;;;;;;;;x
barony_of;Fief of;;;;;;;;;;;;;x
barony_of_pictish;Chiefdom of;;;;;;;;;;;;;x
barony_of_gaelic;Chiefdom of;;;;;;;;;;;;;x
barony_of_dane;Þegndom of;;;;;;;;;;;;;x
barony_of_proto_norse;Þegnardom of;;;;;;;;;;;;;x
barony_of_imperiale;Vicus of;;;;;;;;;;;;;x
baronies;Fiefs;;;;;;;;;;;;;x
PORT_OF;Port of;;;;;;;;;;;;;x
city_empire_of;Republic of;;;;;;;;;;;;;x
city_emperor;Proconsul;;;;;;;;;;;;;x
city_emperor_female;Domina Proconsularis;;;;;;;;;;;;;x
city_kingdom_of;Republic of;;;;;;;;;;;;;x
city_king;Republican Consul;;;;;;;;;;;;;x
city_king_female;Domina Consularis;;;;;;;;;;;;;x
city_duke;Republican Prætor;;;;;;;;;;;;;x
city_duke_oldirish;High Chancellor;;;;;;;;;;;;;x
city_duke_gaelic;High Chancellor;;;;;;;;;;;;;x
city_duke_dane;Staðavörðr;;;;;;;;;;;;;x
city_duke_proto_norse;Stadjuwardur;;;;;;;;;;;;;x
city_duke_oldfrankish;Statawirt;;;;;;;;;;;;;x
city_duke_french;Statawirt;;;;;;;;;;;;;x
city_duke_franconian;Statawirt;;;;;;;;;;;;;x
city_duke_dutch;Statawirt;;;;;;;;;;;;;x
city_duke_frankish;Statawirt;;;;;;;;;;;;;x
city_duke_anglosaxon;Stedaweard;;;;;;;;;;;;;x
city_duke_angle;Stedaweard;;;;;;;;;;;;;x
city_duke_oldsaxon;Stedaweard;;;;;;;;;;;;;x
city_duke_saxon;Stedioward;;;;;;;;;;;;;x
city_duke_oldfrisian;Stedaweard;;;;;;;;;;;;;x
city_duke_frisian;Stedawarder;;;;;;;;;;;;;x
city_duke_female;Lady;;;;;;;;;;;;;x
city_duchy_of;Civil Diœcesis of;;;;;;;;;;;;;x
city_duchy_of_oldirish;Federation of;;;;;;;;;;;;;x
city_duchy_of_gaelic;Federation of;;;;;;;;;;;;;x
city_duchy_of_dane;Federation of;;;;;;;;;;;;;x
city_duchy_of_proto_norse;Federation of;;;;;;;;;;;;;x
city_duchy_of_oldfrankish;Free March of;;;;;;;;;;;;;x
city_duchy_of_french;Free March of;;;;;;;;;;;;;x
city_duchy_of_franconian;Free March of;;;;;;;;;;;;;x
city_duchy_of_dutch;Free March of;;;;;;;;;;;;;x
city_duchy_of_frankish;Free March of;;;;;;;;;;;;;x
city_duchy_of_anglosaxon;Federation of;;;;;;;;;;;;;x
city_duchy_of_angle;Federation of;;;;;;;;;;;;;x
city_duchy_of_oldsaxon;Federation of;;;;;;;;;;;;;x
city_duchy_of_saxon;Federation of;;;;;;;;;;;;;x
city_duchy_of_jute;Federation of;;;;;;;;;;;;;x
city_duchy_of_oldfrisian;Federation of;;;;;;;;;;;;;x
city_duchy_of_frisian;Federation of;;;;;;;;;;;;;x
city_count;Legatus;;;;;;;;;;;;;x
city_count_female;Lady;;;;;;;;;;;;;x
city_count_oldirish;Máistir;;;;;;;;;;;;;x
city_count_gaelic;Meor;;;;;;;;;;;;;x
city_count_dane;Staðarvörðr;;;;;;;;;;;;;x
city_count_proto_norse;Stadirwardur;;;;;;;;;;;;;x
city_count_oldfrankish;Stateswirt;;;;;;;;;;;;;x
city_count_french;Stateswirt;;;;;;;;;;;;;x
city_count_franconian;Stateswirt;;;;;;;;;;;;;x
city_count_dutch;Stateswirt;;;;;;;;;;;;;x
city_count_frankish;Stateswirt;;;;;;;;;;;;;x
city_count_anglosaxon;Stedesweard;;;;;;;;;;;;;x
city_count_angle;Stedesweard;;;;;;;;;;;;;x
city_count_oldsaxon;Stedesweard;;;;;;;;;;;;;x
city_count_saxon;Stediesward;;;;;;;;;;;;;x
city_count_jute;Stedesweard;;;;;;;;;;;;;x
city_count_oldfrisian;Stedesweard;;;;;;;;;;;;;x
city_count_frisian;Stedeswarder;;;;;;;;;;;;;x
city_count_imperiale;Ædile;;;;;;;;;;;;;x
city_county_of;Commune of;;;;;;;;;;;;;x
city_county_of_oldirish;Trade District of;;;;;;;;;;;;;x
city_county_of_gaelic;Trade District of;;;;;;;;;;;;;x
city_county_of_imperiale;Municipium of;;;;;;;;;;;;;x
city_county_of_romanobritish;Municipium of;;;;;;;;;;;;;x
city_county_of_dane;Borg of;;;;;;;;;;;;;x
city_county_of_proto_norse;Borgar of;;;;;;;;;;;;;x
city_county_of_anglosaxon;Burh of;;;;;;;;;;;;;x
city_county_of_angle;Burh of;;;;;;;;;;;;;x
city_county_of_oldsaxon;Burh of;;;;;;;;;;;;;x
city_county_of_saxon;Burg of;;;;;;;;;;;;;x
city_county_of_jute;Burh of;;;;;;;;;;;;;x
city_county_of_oldfrisian;Burh of;;;;;;;;;;;;;x
city_county_of_frisian;Burch of;;;;;;;;;;;;;x
city_barony_of;Town of;;;;;;;;;;;;;x
city_baron;Mayor;;;;;;;;;;;;;x
city_baron_anglosaxon;Burhheafod;;;;;;;;;;;;;x
city_baron_angle;Burhheafod;;;;;;;;;;;;;x
city_baron_oldsaxon;Burhheafod;;;;;;;;;;;;;x
city_baron_saxon;Burghovid;;;;;;;;;;;;;x
city_baron_jute;Burhheafod;;;;;;;;;;;;;x
city_baron_oldfrisian;Burhheafod;;;;;;;;;;;;;x
city_baron_frisian;Burchhaved;;;;;;;;;;;;;x
city_baron_dane;Burhhöfuð;;;;;;;;;;;;;x
city_baron_proto_norse;Borgarhauvuda;;;;;;;;;;;;;x
city_baron_imperiale;Quæstor;;;;;;;;;;;;;x
city_baron_pictish;Maér;;;;;;;;;;;;;x
city_baron_gaelic;Meor;;;;;;;;;;;;;x
city_baron_oldirish;Máistir;;;;;;;;;;;;;x
city_baron_oldfrankish;Burghovit;;;;;;;;;;;;;x
city_baron_french;Burghovit;;;;;;;;;;;;;x
city_baron_franconian;Burghovit;;;;;;;;;;;;;x
city_baron_dutch;Burghovit;;;;;;;;;;;;;x
city_baron_frankish;Burghovit;;;;;;;;;;;;;x
city_baron_briton;Town Master;;;;;;;;;;;;;x
city_baron_cumbrian;Town Master;;;;;;;;;;;;;x
NUNCIO;Papal Nuncio;;;;;;;;;;;;;x
NUNCIO_FOA;Your Holiness;;;;;;;;;;;;;x
PONTIFEX_MAXIMUS;Pontifex Maximus;Pontifex Maximus;Pontifex Maximus;;Pontifex Maximus;;;;;;;;;x
PONTIFEX_MAXIMUS_FOA;Your Holiness;Sa Sainteté;Eure Heiligkeit;;Su Santidad;;;;;;;;;x
ARIAN_POPE;Arian Pope;;;;;;;;;;;;;x
APOSTLE;Apostle;;;;;;;;;;;;;x
APOSTLE_FOA;Your Holiness;;;;;;;;;;;;x
;;;;;;;;;;;;;;
MAGISTRATE;Magistrate;;;;;;;;;;;;;x
PRINCE;High Lord;;;;;;;;;;;;;x
PRINCE_briton;Prince;;;;;;;;;;;;;x
PRINCE_romanobritish;Prince;;;;;;;;;;;;;x
PRINCE_armorican;Prince;;;;;;;;;;;;;x
PRINCE_breton;Prince;;;;;;;;;;;;;x
PRINCE_imperiale;Prætor;;;;;;;;;;;;;x
PRINCE_anglosaxon;Ealdormann;;;;;;;;;;;;;x
PRINCE_angle;Ealdormann;;;;;;;;;;;;;x
PRINCE_oldsaxon;Ealdormann;;;;;;;;;;;;;x
PRINCE_saxon;Aldariman;;;;;;;;;;;;;x
PRINCE_jute;Ealdormann;;;;;;;;;;;;;x
PRINCE_frisian;Aldarman;;;;;;;;;;;;;x
PRINCE_oldfrisian;Ealdormann;;;;;;;;;;;;;x
PRINCE_dane;Jarl;;;;;;;;;;;;;x
PRINCE_proto_norse;Jarl;;;;;;;;;;;;;x
PRINCE_oldfrankish;Dux;;;;;;;;;;;;;x
PRINCE_french;Dux;;;;;;;;;;;;;x
PRINCE_franconian;Dux;;;;;;;;;;;;;x
PRINCE_dutch;Dux;;;;;;;;;;;;;x
PRINCE_frankish;Dux;;;;;;;;;;;;;x
HIGHLADY;High Lady;;;;;;;;;;;;;x
CONSUL;Consul;;;;;;;;;;;;;x
CONSUL_female;High Lady;;;;;;;;;;;;;x
PRAEFECTUS;Præfectus;;;;;;;;;;;;;x
PRAEFECTUS_anglosaxon;Walda;;;;;;;;;;;;;x
PRAEFECTUS_angle;Walda;;;;;;;;;;;;;x
PRAEFECTUS_oldsaxon;Walda;;;;;;;;;;;;;x
PRAEFECTUS_saxon;Walda;;;;;;;;;;;;;x
PRAEFECTUS_jute;Walda;;;;;;;;;;;;;x
PRAEFECTUS_oldfrisian;Walda;;;;;;;;;;;;;x
PRAEFECTUS_frisian;Walda;;;;;;;;;;;;;x
PRAEFECTUS_female;Lady;;;;;;;;;;;;;x
PRAEFECTUS_PRAETORIO;Præfectus Prætorio;;;;;;;;;;;;;x
GLENMASTER;Glen Master;;;;;;;;;;;;;x
CONSUL_MAXIMUS;Consul Maximus;;;;;;;;;;;;;x
PRAETOR;Prætor;;;;;;;;;;;;;x
PRAETOR_female;High Lady;;;;;;;;;;;;;x
PRAETOR_anglosaxon;Ealdorman;;;;;;;;;;;;;x
PRAETOR_angle;Ealdorman;;;;;;;;;;;;;x
PRAETOR_oldsaxon;Ealdorman;;;;;;;;;;;;;x
PRAETOR_saxon;Ealdorman;;;;;;;;;;;;;x
PRAETOR_jute;Ealdorman;;;;;;;;;;;;;x
PRAETOR_oldfrisian;Ealdorman;;;;;;;;;;;;;x
PRAETOR_frisian;Ealdorman;;;;;;;;;;;;;x
PRAETOR_dane;Jarl;;;;;;;;;;;;;x
PRAETOR_proto_norse;Jarl;;;;;;;;;;;;;x
PRAETOR_briton;High Lord;;;;;;;;;;;;;x
PRAETOR_cumbrian;High Lord;;;;;;;;;;;;;x
PRAETOR_armorican;High Lord;;;;;;;;;;;;;x
PRAETOR_breton;High Lord;;;;;;;;;;;;;x
PRAETOR_oldfrankish;Dux;;;;;;;;;;;;;x
PRAETOR_french;Dux;;;;;;;;;;;;;x
PRAETOR_franconian;Dux;;;;;;;;;;;;;x
PRAETOR_dutch;Dux;;;;;;;;;;;;;x
PRAETOR_frankish;Dux;;;;;;;;;;;;;x
PRAETOR_burgundian;Dux;;;;;;;;;;;;;x
PRAETOR_visigoth;Dux;;;;;;;;;;;;;x
PRAETOR_thuringian;Dux;;;;;;;;;;;;;x
PRAETOR_ostrogoth;Dux;;;;;;;;;;;;;x
PRAESES;Præses;;;;;;;;;;;;;x
PRAESES_female;High Lady;;;;;;;;;;;;;x
DUX;Dux;;;;;;;;;;;;;x
DUX_female;High Lady;;;;;;;;;;;;;x
DOMINUS;Dominus;;;;;;;;;;;;;x
DOMINUS_female;Domina;;;;;;;;;;;;;x
DOMINUS_FOA;Your Excellency;;;;;;;;;;;;;x
LEGATUS;Legatus;;;;;;;;;;;;;x
GUARDIAN;Guardian;;;;;;;;;;;;;x
PORTMASTER;Port Master;;;;;;;;;;;;;x
HUSCARL;Huscarl;;;;;;;;;;;;;x
PROTECTOR;Protector;;;;;;;;;;;;;x
MAIDEN;Maiden;;;;;;;;;;;;;x
FRANKLANDKING;Emperor;;;;;;;;;;;;;x
FRANKLANDKING_female;Empress;;;;;;;;;;;;;x
VASSALKING;Vassal King;;;;;;;;;;;;;x
VASSALKING_roman;Prætor;;;;;;;;;;;;;x
VASSALKING_romanobritish;Prætor;;;;;;;;;;;;;x
VASSALQUEEN;Vassal Queen;;;;;;;;;;;;;x
VASSALQUEEN_imperiale;High Lady;;;;;;;;;;;;;x
HIGHPRIEST;High Priest;;;;;;;;;;;;;x
HOVIT;Hovit;;;;;;;;;;;;;x
HOVITA;Hovita;;;;;;;;;;;;;x
HOVIT_FOA;High Head;;;;;;;;;;;;;x
BOUMRIG;Boumrig;;;;;;;;;;;;;x
